sticker_id,name,reference_price
1019,Sticker | Gambit Gaming | MLG Columbus 2016,2.58
1020,Sticker | Gambit Gaming (Holo) | MLG Columbus 2016,12.92
1021,Sticker | Gambit Gaming (Foil) | MLG Columbus 2016,11.08
1023,Sticker | Flipsid3 Tactics | MLG Columbus 2016,11.55
1024,Sticker | Flipsid3 Tactics (Holo) | MLG Columbus 2016,43.94
1025,Sticker | Flipsid3 Tactics (Foil) | MLG Columbus 2016,50.3
1027,Sticker | Team Liquid | MLG Columbus 2016,7.0
1028,Sticker | Team Liquid (Holo) | MLG Columbus 2016,62.92
1029,Sticker | Team Liquid (Foil) | MLG Columbus 2016,54.89
1031,Sticker | mousesports | MLG Columbus 2016,6.86
1032,Sticker | mousesports (Holo) | MLG Columbus 2016,52.71
1033,Sticker | mousesports (Foil) | MLG Columbus 2016,44.5
1035,Sticker | Natus Vincere | MLG Columbus 2016,3.26
1036,Sticker | Natus Vincere (Holo) | MLG Columbus 2016,38.84
1037,Sticker | Natus Vincere (Foil) | MLG Columbus 2016,27.73
1039,Sticker | Virtus.Pro | MLG Columbus 2016,4.0
1040,Sticker | Virtus.Pro (Holo) | MLG Columbus 2016,23.48
1041,Sticker | Virtus.Pro (Foil) | MLG Columbus 2016,21.96
1043,Sticker | Cloud9 | MLG Columbus 2016,6.29
1044,Sticker | Cloud9 (Holo) | MLG Columbus 2016,57.62
1045,Sticker | Cloud9 (Foil) | MLG Columbus 2016,49.04
1047,Sticker | G2 Esports | MLG Columbus 2016,6.25
1048,Sticker | G2 Esports (Holo) | MLG Columbus 2016,28.84
1049,Sticker | G2 Esports (Foil) | MLG Columbus 2016,53.39
1051,Sticker | FaZe Clan | MLG Columbus 2016,3.44
1052,Sticker | FaZe Clan (Holo) | MLG Columbus 2016,41.55
1053,Sticker | FaZe Clan (Foil) | MLG Columbus 2016,34.8
1055,Sticker | Astralis | MLG Columbus 2016,3.87
1056,Sticker | Astralis (Holo) | MLG Columbus 2016,23.56
1057,Sticker | Astralis (Foil) | MLG Columbus 2016,38.73
1059,Sticker | Team EnVyUs | MLG Columbus 2016,4.68
1060,Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,23.83
1061,Sticker | Team EnVyUs (Foil) | MLG Columbus 2016,30.88
1063,Sticker | Fnatic | MLG Columbus 2016,2.72
1064,Sticker | Fnatic (Holo) | MLG Columbus 2016,22.47
1065,Sticker | Fnatic (Foil) | MLG Columbus 2016,34.34
1067,Sticker | Luminosity Gaming | MLG Columbus 2016,13.22
1068,Sticker | Luminosity Gaming (Holo) | MLG Columbus 2016,118.56
1069,Sticker | Luminosity Gaming (Foil) | MLG Columbus 2016,94.15
1071,Sticker | MLG | MLG Columbus 2016,19.03
1072,Sticker | MLG (Holo) | MLG Columbus 2016,56.21
1073,Sticker | MLG (Foil) | MLG Columbus 2016,131.62
1079,Sticker | FugLy (Foil) | MLG Columbus 2016,15.58
1082,Sticker | hazed (Foil) | MLG Columbus 2016,13.78
1088,Sticker | tarik (Foil) | MLG Columbus 2016,26.27
1091,Sticker | freakazoid (Foil) | MLG Columbus 2016,64.14
1093,Sticker | Stewie2K | MLG Columbus 2016,18.79
1094,Sticker | Stewie2K (Foil) | MLG Columbus 2016,129.7
1096,Sticker | shroud | MLG Columbus 2016,22.5
1097,Sticker | shroud (Foil) | MLG Columbus 2016,119.3
1102,Sticker | n0thing | MLG Columbus 2016,6.85
1103,Sticker | n0thing (Foil) | MLG Columbus 2016,53.49
1108,Sticker | Happy | MLG Columbus 2016,4.33
1109,Sticker | Happy (Foil) | MLG Columbus 2016,36.84
1114,Sticker | kennyS | MLG Columbus 2016,18.18
1118,Sticker | NBK- (Foil) | MLG Columbus 2016,13.9
1135,Sticker | flusha | MLG Columbus 2016,1.43
1138,Sticker | JW | MLG Columbus 2016,1.91
1144,Sticker | olofmeister | MLG Columbus 2016,2.6
1148,Sticker | dennis (Foil) | MLG Columbus 2016,11.61
1151,Sticker | aizy (Foil) | MLG Columbus 2016,12.24
1154,Sticker | fox (Foil) | MLG Columbus 2016,25.4
1156,Sticker | Maikelele | MLG Columbus 2016,3.06
1159,Sticker | rain | MLG Columbus 2016,9.17
1160,Sticker | rain (Foil) | MLG Columbus 2016,93.88
1162,Sticker | jkaem | MLG Columbus 2016,2.45
1163,Sticker | jkaem (Foil) | MLG Columbus 2016,14.04
1165,Sticker | fnx | MLG Columbus 2016,3.42
1168,Sticker | coldzera | MLG Columbus 2016,4.38
1169,Sticker | coldzera (Foil) | MLG Columbus 2016,41.91
1171,Sticker | FalleN | MLG Columbus 2016,11.98
1172,Sticker | FalleN (Foil) | MLG Columbus 2016,83.04
1175,Sticker | fer (Foil) | MLG Columbus 2016,17.05
1177,Sticker | TACO | MLG Columbus 2016,2.74
1178,Sticker | TACO (Foil) | MLG Columbus 2016,42.49
1180,Sticker | chrisJ | MLG Columbus 2016,2.79
1184,Sticker | denis (Foil) | MLG Columbus 2016,14.91
1186,Sticker | Spiidi | MLG Columbus 2016,2.58
1187,Sticker | Spiidi (Foil) | MLG Columbus 2016,13.73
1189,Sticker | nex | MLG Columbus 2016,2.82
1193,Sticker | NiKo (Foil) | MLG Columbus 2016,145.57
1199,Sticker | flamie (Foil) | MLG Columbus 2016,9.83
1201,Sticker | GuardiaN | MLG Columbus 2016,1.79
1207,Sticker | Zeus | MLG Columbus 2016,1.48
1214,Sticker | f0rest (Foil) | MLG Columbus 2016,14.78
1220,Sticker | GeT_RiGhT (Foil) | MLG Columbus 2016,16.52
1241,Sticker | adreN (Foil) | MLG Columbus 2016,20.81
1246,Sticker | s1mple | MLG Columbus 2016,17.84
1247,Sticker | s1mple (Foil) | MLG Columbus 2016,192.26
1249,Sticker | Hiko | MLG Columbus 2016,2.0
1250,Sticker | Hiko (Foil) | MLG Columbus 2016,28.0
1253,Sticker | nitr0 (Foil) | MLG Columbus 2016,34.23
1261,Sticker | ScreaM | MLG Columbus 2016,42.34
1262,Sticker | ScreaM (Foil) | MLG Columbus 2016,98.8
1264,Sticker | shox | MLG Columbus 2016,10.26
1265,Sticker | shox (Foil) | MLG Columbus 2016,31.0
1271,Sticker | cajunb (Foil) | MLG Columbus 2016,9.52
1273,Sticker | device | MLG Columbus 2016,8.78
1274,Sticker | device (Foil) | MLG Columbus 2016,39.97
1276,Sticker | dupreeh | MLG Columbus 2016,2.95
1277,Sticker | dupreeh (Foil) | MLG Columbus 2016,13.95
1280,Sticker | karrigan (Foil) | MLG Columbus 2016,25.49
1283,Sticker | Xyp9x (Foil) | MLG Columbus 2016,17.31
1288,Sticker | Dosia | MLG Columbus 2016,5.82
1289,Sticker | Dosia (Foil) | MLG Columbus 2016,21.82
1291,Sticker | hooch | MLG Columbus 2016,6.97
1292,Sticker | hooch (Foil) | MLG Columbus 2016,14.15
1295,Sticker | mou (Foil) | MLG Columbus 2016,15.91
1298,Sticker | AdreN (Foil)  | MLG Columbus 2016,13.6
1300,Sticker | byali | MLG Columbus 2016,1.92
1317,Sticker | Ninjas in Pyjamas | Cologne 2016,3.41
1318,Sticker | Ninjas in Pyjamas (Holo) | Cologne 2016,14.3
1319,Sticker | Ninjas in Pyjamas (Foil) | Cologne 2016,22.83
1321,Sticker | OpTic Gaming | Cologne 2016,9.98
1322,Sticker | OpTic Gaming (Holo) | Cologne 2016,63.1
1323,Sticker | OpTic Gaming (Foil) | Cologne 2016,79.79
1325,Sticker | Counter Logic Gaming | Cologne 2016,15.77
1326,Sticker | Counter Logic Gaming (Holo) | Cologne 2016,103.19
1327,Sticker | Counter Logic Gaming (Foil) | Cologne 2016,64.78
1329,Sticker | Gambit Gaming | Cologne 2016,3.72
1330,Sticker | Gambit Gaming (Holo) | Cologne 2016,14.18
1331,Sticker | Gambit Gaming (Foil) | Cologne 2016,20.28
1333,Sticker | Flipsid3 Tactics | Cologne 2016,15.47
1334,Sticker | Flipsid3 Tactics (Holo) | Cologne 2016,64.82
1337,Sticker | Team Liquid | Cologne 2016,9.03
1338,Sticker | Team Liquid (Holo) | Cologne 2016,57.93
1339,Sticker | Team Liquid (Foil) | Cologne 2016,53.4
1341,Sticker | mousesports | Cologne 2016,9.93
1342,Sticker | mousesports (Holo) | Cologne 2016,37.66
1343,Sticker | mousesports (Foil) | Cologne 2016,53.14
1345,Sticker | Natus Vincere | Cologne 2016,3.82
1346,Sticker | Natus Vincere (Holo) | Cologne 2016,16.25
1347,Sticker | Natus Vincere (Foil) | Cologne 2016,16.97
1349,Sticker | Virtus.Pro | Cologne 2016,4.02
1350,Sticker | Virtus.Pro (Holo) | Cologne 2016,14.51
1351,Sticker | Virtus.Pro (Foil) | Cologne 2016,17.92
1353,Sticker | SK Gaming | Cologne 2016,4.28
1354,Sticker | SK Gaming (Holo) | Cologne 2016,57.14
1355,Sticker | SK Gaming (Foil) | Cologne 2016,24.7
1357,Sticker | G2 Esports | Cologne 2016,4.83
1358,Sticker | G2 Esports (Holo) | Cologne 2016,17.18
1359,Sticker | G2 Esports (Foil) | Cologne 2016,27.61
1361,Sticker | FaZe Clan | Cologne 2016,4.73
1362,Sticker | FaZe Clan (Holo) | Cologne 2016,30.58
1363,Sticker | FaZe Clan (Foil) | Cologne 2016,41.3
1365,Sticker | Astralis | Cologne 2016,7.86
1366,Sticker | Astralis (Holo) | Cologne 2016,39.89
1367,Sticker | Astralis (Foil) | Cologne 2016,62.49
1369,Sticker | Team EnVyUs | Cologne 2016,5.53
1370,Sticker | Team EnVyUs (Holo) | Cologne 2016,26.87
1373,Sticker | Fnatic | Cologne 2016,3.33
1374,Sticker | Fnatic (Holo) | Cologne 2016,14.5
1375,Sticker | Fnatic (Foil) | Cologne 2016,19.64
1377,Sticker | Team Dignitas | Cologne 2016,42.95
1378,Sticker | Team Dignitas (Holo) | Cologne 2016,123.97
1379,Sticker | Team Dignitas (Foil) | Cologne 2016,158.91
1381,Sticker | ESL | Cologne 2016,4.18
1382,Sticker | ESL (Holo) | Cologne 2016,9.56
1383,Sticker | ESL (Foil) | Cologne 2016,18.56
1392,Sticker | hazed (Foil) | Cologne 2016,27.71
1416,Sticker | apEX (Foil) | Cologne 2016,72.41
1422,Sticker | DEVIL (Foil) | Cologne 2016,47.11
1427,Sticker | NBK- | Cologne 2016,6.43
1460,Sticker | aizy | Cologne 2016,9.8
1463,Sticker | fox | Cologne 2016,11.19
1469,Sticker | rain | Cologne 2016,28.05
1470,Sticker | rain (Foil) | Cologne 2016,140.82
1472,Sticker | jkaem | Cologne 2016,4.84
1473,Sticker | jkaem (Foil) | Cologne 2016,23.37
1475,Sticker | coldzera | Cologne 2016,3.88
1476,Sticker | coldzera (Foil) | Cologne 2016,37.87
1479,Sticker | FalleN (Foil) | Cologne 2016,65.29
1482,Sticker | fer (Foil) | Cologne 2016,21.12
1484,Sticker | fnx | Cologne 2016,3.53
1485,Sticker | fnx (Foil) | Cologne 2016,19.04
1487,Sticker | TACO | Cologne 2016,2.92
1488,Sticker | TACO (Foil) | Cologne 2016,51.19
1496,Sticker | Spiidi | Cologne 2016,7.04
1497,Sticker | Spiidi (Foil) | Cologne 2016,57.24
1499,Sticker | nex | Cologne 2016,3.42
1502,Sticker | NiKo | Cologne 2016,34.27
1503,Sticker | NiKo (Foil) | Cologne 2016,180.32
1518,Sticker | Zeus (Foil) | Cologne 2016,20.85
1530,Sticker | GeT_RiGhT (Foil) | Cologne 2016,23.38
1533,Sticker | Xizt (Foil) | Cologne 2016,9.52
1535,Sticker | cajunb | Cologne 2016,8.17
1550,Sticker | jdm64 | Cologne 2016,2.19
1551,Sticker | jdm64 (Foil) | Cologne 2016,33.79
1553,Sticker | EliGE | Cologne 2016,3.48
1554,Sticker | EliGE (Foil) | Cologne 2016,54.09
1556,Sticker | s1mple | Cologne 2016,20.77
1557,Sticker | s1mple (Foil) | Cologne 2016,279.13
1559,Sticker | Hiko | Cologne 2016,2.63
1560,Sticker | Hiko (Foil) | Cologne 2016,35.89
1562,Sticker | nitr0 | Cologne 2016,2.5
1563,Sticker | nitr0 (Foil) | Cologne 2016,27.46
1565,Sticker | bodyy | Cologne 2016,3.91
1569,Sticker | RpK (Foil) | Cologne 2016,29.75
1571,Sticker | ScreaM | Cologne 2016,65.98
1572,Sticker | ScreaM (Foil) | Cologne 2016,411.04
1574,Sticker | shox | Cologne 2016,13.11
1575,Sticker | shox (Foil) | Cologne 2016,71.17
1577,Sticker | SmithZz | Cologne 2016,3.38
1578,Sticker | SmithZz (Foil) | Cologne 2016,41.78
1581,Sticker | gla1ve (Foil) | Cologne 2016,20.15
1584,Sticker | device (Foil) | Cologne 2016,99.58
1587,Sticker | dupreeh (Foil) | Cologne 2016,37.42
1590,Sticker | karrigan (Foil) | Cologne 2016,50.0
1593,Sticker | Xyp9x (Foil) | Cologne 2016,19.89
1598,Sticker | Dosia | Cologne 2016,11.99
1599,Sticker | Dosia (Foil) | Cologne 2016,33.67
1602,Sticker | hooch (Foil) | Cologne 2016,34.57
1605,Sticker | mou (Foil) | Cologne 2016,29.69
1608,Sticker | AdreN (Foil) | Cologne 2016,29.6
1617,Sticker | pashaBiceps (Foil) | Cologne 2016,58.33
1623,Sticker | TaZ (Foil) | Cologne 2016,14.48
1625,Sticker | Boris,0.18
1626,Sticker | Max,0.16
1627,Sticker | Stan,0.23
1628,Sticker | Jack,0.34
1629,Sticker | Perry,0.29
1630,Sticker | Viggo,0.32
1631,Sticker | Joan,0.24
1632,Sticker | Boris (Holo),1.16
1633,Sticker | Max (Holo),1.21
1634,Sticker | Stan (Holo),2.12
1635,Sticker | Jack (Holo),2.22
1636,Sticker | Perry (Holo),3.33
1637,Sticker | Viggo (Holo),1.89
1638,Sticker | Joan (Holo),1.42
1639,Sticker | Basilisk,0.6
1641,Sticker | Hippocamp,0.09
1642,Sticker | Manticore,0.12
1643,Sticker | Pegasus,0.37
1646,Sticker | Hippocamp (Holo),0.81
1647,Sticker | Manticore (Holo),0.68
1648,Sticker | Pegasus (Holo),2.54
1649,Sticker | Sphinx (Holo),0.69
1650,Sticker | Basilisk (Foil),5.39
1651,Sticker | Dragon (Foil),2.24
1652,Sticker | Phoenix Reborn (Foil),3.66
1738,Sticker | Astralis | Atlanta 2017,7.24
1739,Sticker | Astralis (Holo) | Atlanta 2017,61.52
1740,Sticker | Astralis (Foil) | Atlanta 2017,120.02
1742,Sticker | Team EnVyUs | Atlanta 2017,6.05
1743,Sticker | Team EnVyUs (Holo) | Atlanta 2017,61.68
1746,Sticker | FaZe Clan | Atlanta 2017,8.7
1747,Sticker | FaZe Clan (Holo) | Atlanta 2017,70.2
1750,Sticker | Flipsid3 Tactics | Atlanta 2017,23.33
1751,Sticker | Flipsid3 Tactics (Holo) | Atlanta 2017,157.76
1754,Sticker | Fnatic | Atlanta 2017,4.69
1755,Sticker | Fnatic (Holo) | Atlanta 2017,65.41
1758,Sticker | G2 Esports | Atlanta 2017,6.4
1759,Sticker | G2 Esports (Holo) | Atlanta 2017,94.86
1760,Sticker | G2 Esports (Foil) | Atlanta 2017,90.0
1762,Sticker | Gambit Gaming | Atlanta 2017,2.5
1763,Sticker | Gambit Gaming (Holo) | Atlanta 2017,23.58
1764,Sticker | Gambit Gaming (Foil) | Atlanta 2017,34.19
1766,Sticker | GODSENT | Atlanta 2017,2.85
1767,Sticker | GODSENT (Holo) | Atlanta 2017,50.22
1768,Sticker | GODSENT (Foil) | Atlanta 2017,45.21
1770,Sticker | HellRaisers | Atlanta 2017,13.04
1771,Sticker | HellRaisers (Holo) | Atlanta 2017,91.52
1772,Sticker | HellRaisers (Foil) | Atlanta 2017,91.0
1774,Sticker | mousesports | Atlanta 2017,18.36
1775,Sticker | mousesports (Holo) | Atlanta 2017,97.45
1776,Sticker | mousesports (Foil) | Atlanta 2017,125.0
1778,Sticker | Natus Vincere | Atlanta 2017,5.96
1779,Sticker | Natus Vincere (Holo) | Atlanta 2017,51.12
1782,Sticker | North | Atlanta 2017,3.12
1783,Sticker | North (Holo) | Atlanta 2017,49.37
1784,Sticker | North (Foil) | Atlanta 2017,90.14
1786,Sticker | OpTic Gaming | Atlanta 2017,21.56
1787,Sticker | OpTic Gaming (Holo) | Atlanta 2017,308.58
1788,Sticker | OpTic Gaming (Foil) | Atlanta 2017,186.88
1790,Sticker | SK Gaming | Atlanta 2017,4.37
1791,Sticker | SK Gaming (Holo) | Atlanta 2017,138.4
1792,Sticker | SK Gaming (Foil) | Atlanta 2017,61.21
1794,Sticker | Team Liquid | Atlanta 2017,12.97
1795,Sticker | Team Liquid (Holo) | Atlanta 2017,133.08
1796,Sticker | Team Liquid (Foil) | Atlanta 2017,311.04
1798,Sticker | Virtus.Pro | Atlanta 2017,5.17
1799,Sticker | Virtus.Pro (Holo) | Atlanta 2017,44.05
1800,Sticker | Virtus.Pro (Foil) | Atlanta 2017,85.64
1802,Sticker | ELEAGUE | Atlanta 2017,1.6
1803,Sticker | ELEAGUE (Holo) | Atlanta 2017,13.5
1804,Sticker | ELEAGUE (Foil) | Atlanta 2017,15.0
1823,Sticker | STYKO | Atlanta 2017,5.09
1826,Sticker | Zero | Atlanta 2017,14.24
1829,Sticker | DeadFox | Atlanta 2017,7.32
1832,Sticker | bondik | Atlanta 2017,4.35
1835,Sticker | ANGE1 | Atlanta 2017,7.39
1836,Sticker | ANGE1 (Foil) | Atlanta 2017,33.91
1839,Sticker | tarik (Foil) | Atlanta 2017,74.49
1842,Sticker | mixwell (Foil) | Atlanta 2017,140.89
1848,Sticker | RUSH (Foil) | Atlanta 2017,93.73
1856,Sticker | Happy | Atlanta 2017,5.84
1863,Sticker | kennyS (Foil) | Atlanta 2017,156.81
1866,Sticker | NBK- (Foil) | Atlanta 2017,58.94
1884,Sticker | twist (Foil) | Atlanta 2017,29.18
1887,Sticker | disco doplan (Foil) | Atlanta 2017,17.85
1889,Sticker | KRIMZ | Atlanta 2017,2.57
1890,Sticker | KRIMZ (Foil) | Atlanta 2017,27.01
1892,Sticker | olofmeister | Atlanta 2017,4.91
1893,Sticker | olofmeister (Foil) | Atlanta 2017,68.57
1898,Sticker | aizy | Atlanta 2017,3.22
1901,Sticker | allu | Atlanta 2017,5.08
1907,Sticker | rain | Atlanta 2017,18.04
1908,Sticker | rain (Foil) | Atlanta 2017,180.72
1913,Sticker | coldzera | Atlanta 2017,4.55
1914,Sticker | coldzera (Foil) | Atlanta 2017,33.72
1916,Sticker | FalleN | Atlanta 2017,6.44
1919,Sticker | fer | Atlanta 2017,4.77
1922,Sticker | fox | Atlanta 2017,7.43
1928,Sticker | chrisJ | Atlanta 2017,4.76
1932,Sticker | denis (Foil) | Atlanta 2017,19.93
1935,Sticker | Spiidi (Foil) | Atlanta 2017,25.32
1940,Sticker | NiKo | Atlanta 2017,38.0
1943,Sticker | Edward | Atlanta 2017,3.28
1946,Sticker | flamie | Atlanta 2017,3.25
1952,Sticker | seized | Atlanta 2017,4.86
1955,Sticker | s1mple | Atlanta 2017,47.87
1956,Sticker | s1mple (Foil) | Atlanta 2017,398.81
1962,Sticker | Lekr0 (Foil) | Atlanta 2017,48.9
1974,Sticker | cajunb (Foil) | Atlanta 2017,193.87
1977,Sticker | MSL (Foil) | Atlanta 2017,279.74
1980,Sticker | Magisk (Foil) | Atlanta 2017,282.15
1983,Sticker | RUBINO (Foil) | Atlanta 2017,302.79
1986,Sticker | k0nfig (Foil) | Atlanta 2017,175.56
1991,Sticker | EliGE | Atlanta 2017,12.9
1994,Sticker | Pimp | Atlanta 2017,18.8
1995,Sticker | Pimp (Foil) | Atlanta 2017,150.69
2001,Sticker | nitr0 (Foil) | Atlanta 2017,58.33
2003,Sticker | bodyy | Atlanta 2017,2.4
2009,Sticker | ScreaM | Atlanta 2017,23.64
2010,Sticker | ScreaM (Foil) | Atlanta 2017,133.73
2015,Sticker | SmithZz | Atlanta 2017,2.04
2016,Sticker | SmithZz (Foil) | Atlanta 2017,31.49
2018,Sticker | gla1ve | Atlanta 2017,3.68
2019,Sticker | gla1ve (Foil) | Atlanta 2017,28.59
2021,Sticker | device | Atlanta 2017,16.08
2022,Sticker | device (Foil) | Atlanta 2017,82.21
2024,Sticker | dupreeh | Atlanta 2017,3.77
2025,Sticker | dupreeh (Foil) | Atlanta 2017,60.85
2028,Sticker | Kjaerbye (Foil) | Atlanta 2017,25.49
2030,Sticker | Xyp9x | Atlanta 2017,4.45
2033,Sticker | Zeus | Atlanta 2017,4.73
2039,Sticker | Hobbit | Atlanta 2017,2.81
2040,Sticker | Hobbit (Foil) | Atlanta 2017,20.61
2063,Sticker | Astralis | Krakow 2017,1.69
2064,Sticker | Astralis (Holo) | Krakow 2017,11.15
2065,Sticker | Astralis (Foil) | Krakow 2017,28.42
2067,Sticker | Virtus.Pro | Krakow 2017,2.46
2068,Sticker | Virtus.Pro (Holo) | Krakow 2017,15.85
2069,Sticker | Virtus.Pro (Foil) | Krakow 2017,32.21
2071,Sticker | Fnatic | Krakow 2017,1.57
2072,Sticker | Fnatic (Holo) | Krakow 2017,9.17
2073,Sticker | Fnatic (Foil) | Krakow 2017,20.17
2075,Sticker | SK Gaming | Krakow 2017,2.11
2076,Sticker | SK Gaming (Holo) | Krakow 2017,11.32
2077,Sticker | SK Gaming (Foil) | Krakow 2017,25.33
2079,Sticker | Natus Vincere | Krakow 2017,2.25
2080,Sticker | Natus Vincere (Holo) | Krakow 2017,27.32
2081,Sticker | Natus Vincere (Foil) | Krakow 2017,19.97
2083,Sticker | Gambit | Krakow 2017,1.16
2084,Sticker | Gambit (Holo) | Krakow 2017,9.09
2085,Sticker | Gambit (Foil) | Krakow 2017,16.9
2087,Sticker | North | Krakow 2017,1.34
2088,Sticker | North (Holo) | Krakow 2017,23.58
2089,Sticker | North (Foil) | Krakow 2017,28.19
2091,Sticker | FaZe Clan | Krakow 2017,1.8
2092,Sticker | FaZe Clan (Holo) | Krakow 2017,32.54
2095,Sticker | mousesports | Krakow 2017,4.69
2096,Sticker | mousesports (Holo) | Krakow 2017,33.62
2097,Sticker | mousesports (Foil) | Krakow 2017,45.58
2100,Sticker | G2 Esports (Holo) | Krakow 2017,12.08
2103,Sticker | BIG | Krakow 2017,0.89
2104,Sticker | BIG (Holo) | Krakow 2017,6.7
2105,Sticker | BIG (Foil) | Krakow 2017,13.11
2107,Sticker | Cloud9 | Krakow 2017,1.85
2108,Sticker | Cloud9 (Holo) | Krakow 2017,39.0
2109,Sticker | Cloud9 (Foil) | Krakow 2017,83.67
2111,Sticker | PENTA Sports | Krakow 2017,1.38
2112,Sticker | PENTA Sports (Holo) | Krakow 2017,12.11
2115,Sticker | Flipsid3 Tactics | Krakow 2017,7.34
2116,Sticker | Flipsid3 Tactics (Holo) | Krakow 2017,32.55
2117,Sticker | Flipsid3 Tactics (Foil) | Krakow 2017,42.55
2119,Sticker | Immortals | Krakow 2017,1.53
2120,Sticker | Immortals (Holo) | Krakow 2017,23.59
2121,Sticker | Immortals (Foil) | Krakow 2017,35.99
2123,Sticker | Vega Squadron | Krakow 2017,2.7
2124,Sticker | Vega Squadron (Holo) | Krakow 2017,19.6
2125,Sticker | Vega Squadron (Foil) | Krakow 2017,34.0
2128,Sticker | PGL (Holo) | Krakow 2017,4.03
2129,Sticker | PGL (Foil) | Krakow 2017,18.31
2148,Sticker | device | Krakow 2017,6.1
2150,Sticker | device (Gold) | Krakow 2017,757.63
2152,Sticker | dupreeh (Foil) | Krakow 2017,13.7
2155,Sticker | gla1ve (Foil) | Krakow 2017,11.15
2157,Sticker | Kjaerbye | Krakow 2017,1.58
2158,Sticker | Kjaerbye (Foil) | Krakow 2017,11.31
2160,Sticker | Xyp9x | Krakow 2017,1.77
2161,Sticker | Xyp9x (Foil) | Krakow 2017,11.83
2164,Sticker | byali (Foil) | Krakow 2017,13.87
2167,Sticker | NEO (Foil) | Krakow 2017,19.75
2169,Sticker | pashaBiceps | Krakow 2017,5.44
2170,Sticker | pashaBiceps (Foil) | Krakow 2017,28.56
2173,Sticker | Snax (Foil) | Krakow 2017,18.41
2175,Sticker | TaZ | Krakow 2017,1.72
2176,Sticker | TaZ (Foil) | Krakow 2017,14.66
2177,Sticker | TaZ (Gold) | Krakow 2017,324.67
2180,Sticker | dennis (Gold) | Krakow 2017,317.93
2182,Sticker | flusha (Foil) | Krakow 2017,14.34
2183,Sticker | flusha (Gold) | Krakow 2017,407.8
2184,Sticker | JW | Krakow 2017,2.15
2185,Sticker | JW (Foil) | Krakow 2017,15.92
2188,Sticker | KRIMZ (Foil) | Krakow 2017,13.13
2189,Sticker | KRIMZ (Gold) | Krakow 2017,302.36
2190,Sticker | olofmeister | Krakow 2017,2.41
2192,Sticker | olofmeister (Gold) | Krakow 2017,460.75
2193,Sticker | coldzera | Krakow 2017,2.45
2194,Sticker | coldzera (Foil) | Krakow 2017,23.32
2195,Sticker | coldzera (Gold) | Krakow 2017,462.87
2196,Sticker | FalleN | Krakow 2017,5.33
2197,Sticker | FalleN (Foil) | Krakow 2017,35.34
2198,Sticker | FalleN (Gold) | Krakow 2017,630.44
2201,Sticker | felps (Gold) | Krakow 2017,336.0
2203,Sticker | fer (Foil) | Krakow 2017,18.51
2204,Sticker | fer (Gold) | Krakow 2017,472.84
2205,Sticker | TACO | Krakow 2017,1.91
2206,Sticker | TACO (Foil) | Krakow 2017,20.7
2207,Sticker | TACO (Gold) | Krakow 2017,431.81
2210,Sticker | Edward (Gold) | Krakow 2017,464.11
2211,Sticker | flamie | Krakow 2017,1.62
2214,Sticker | GuardiaN | Krakow 2017,2.33
2217,Sticker | s1mple | Krakow 2017,14.51
2218,Sticker | s1mple (Foil) | Krakow 2017,87.06
2219,Sticker | s1mple (Gold) | Krakow 2017,5023.31
2221,Sticker | seized (Foil) | Krakow 2017,11.77
2225,Sticker | AdreN (Gold) | Krakow 2017,775.83
2226,Sticker | Dosia | Krakow 2017,2.23
2229,Sticker | Hobbit | Krakow 2017,1.63
2232,Sticker | mou | Krakow 2017,1.78
2235,Sticker | Zeus | Krakow 2017,2.1
2236,Sticker | Zeus (Foil) | Krakow 2017,12.53
2237,Sticker | Zeus (Gold) | Krakow 2017,373.14
2238,Sticker | aizy | Krakow 2017,2.47
2239,Sticker | aizy (Foil) | Krakow 2017,22.22
2241,Sticker | cajunb | Krakow 2017,2.13
2242,Sticker | cajunb (Foil) | Krakow 2017,21.42
2245,Sticker | k0nfig (Foil) | Krakow 2017,22.1
2246,Sticker | k0nfig (Gold) | Krakow 2017,298.1
2247,Sticker | Magisk | Krakow 2017,3.16
2248,Sticker | Magisk (Foil) | Krakow 2017,26.56
2249,Sticker | Magisk (Gold) | Krakow 2017,283.13
2250,Sticker | MSL | Krakow 2017,6.0
2253,Sticker | allu | Krakow 2017,2.07
2254,Sticker | allu (Foil) | Krakow 2017,12.22
2257,Sticker | karrigan (Foil) | Krakow 2017,29.57
2258,Sticker | karrigan (Gold) | Krakow 2017,557.56
2259,Sticker | kioShiMa | Krakow 2017,1.53
2260,Sticker | kioShiMa (Foil) | Krakow 2017,13.42
2261,Sticker | kioShiMa (Gold) | Krakow 2017,451.92
2262,Sticker | NiKo | Krakow 2017,21.3
2263,Sticker | NiKo (Foil) | Krakow 2017,119.86
2264,Sticker | NiKo (Gold) | Krakow 2017,1834.11
2265,Sticker | rain | Krakow 2017,7.6
2268,Sticker | chrisJ | Krakow 2017,2.74
2271,Sticker | denis | Krakow 2017,3.63
2275,Sticker | loWel (Foil) | Krakow 2017,28.89
2276,Sticker | loWel (Gold) | Krakow 2017,366.03
2278,Sticker | oskar (Foil) | Krakow 2017,22.68
2280,Sticker | ropz | Krakow 2017,56.16
2281,Sticker | ropz (Foil) | Krakow 2017,275.08
2282,Sticker | ropz (Gold) | Krakow 2017,2873.85
2284,Sticker | apEX (Foil) | Krakow 2017,40.43
