sticker_id,name,reference_price
3931,Sticker | WorldEdit (Foil) | Katowice 2019,13.36
3936,Sticker | Kvik | Katowice 2019,0.46
3942,Sticker | n0rb3r7 | Katowice 2019,0.45
3944,Sticker | n0rb3r7 (Gold) | Katowice 2019,25.0
3945,Sticker | Baited,0.24
3946,Sticker | Baited (Holo),0.88
3947,Sticker | Bite Me,0.31
3949,Sticker | Bite Me (Foil),1.52
3950,Sticker | Cluck,0.94
3951,Sticker | Cluck (Holo),0.88
3952,Sticker | First Blood,1.72
3953,Sticker | First Blood (Holo),1.89
3954,Sticker | Free Hugs,0.62
3955,Sticker | Free Hugs (Holo),1.96
3956,Sticker | Lurker,0.42
3958,Sticker | Lurker (Foil),2.78
3959,Sticker | One Sting,0.14
3960,Sticker | One Sting (Holo),0.97
3961,Sticker | Scavenger,0.13
3962,Sticker | Scavenger (Holo),0.68
3963,Sticker | Toxic,0.28
3965,Sticker | Toxic (Foil),4.04
3976,Sticker | Bonehead (Holo),1.0
3978,Sticker | Fowl Play (Holo),1.03
4019,Sticker | Astralis | Berlin 2019,0.47
4020,Sticker | Astralis (Holo) | Berlin 2019,0.86
4021,Sticker | Astralis (Foil) | Berlin 2019,4.2
4025,Sticker | ENCE (Foil) | Berlin 2019,1.49
4029,Sticker | MIBR (Foil) | Berlin 2019,3.19
4031,Sticker | Natus Vincere | Berlin 2019,0.55
4033,Sticker | Natus Vincere (Foil) | Berlin 2019,3.82
4036,Sticker | Ninjas in Pyjamas (Holo) | Berlin 2019,0.82
4037,Sticker | Ninjas in Pyjamas (Foil) | Berlin 2019,3.65
4039,Sticker | FaZe Clan | Berlin 2019,0.95
4040,Sticker | FaZe Clan (Holo) | Berlin 2019,0.94
4041,Sticker | FaZe Clan (Foil) | Berlin 2019,4.93
4044,Sticker | Team Liquid (Holo) | Berlin 2019,0.54
4048,Sticker | Renegades (Holo) | Berlin 2019,0.53
4055,Sticker | HellRaisers | Berlin 2019,2.62
4056,Sticker | HellRaisers (Holo) | Berlin 2019,3.37
4057,Sticker | HellRaisers (Foil) | Berlin 2019,13.75
4059,Sticker | Avangar | Berlin 2019,0.88
4060,Sticker | Avangar (Holo) | Berlin 2019,1.29
4061,Sticker | Avangar (Foil) | Berlin 2019,10.08
4073,Sticker | Grayhound Gaming (Foil) | Berlin 2019,2.06
4075,Sticker | mousesports | Berlin 2019,3.04
4076,Sticker | mousesports (Holo) | Berlin 2019,3.2
4077,Sticker | mousesports (Foil) | Berlin 2019,9.45
4083,Sticker | NRG | Berlin 2019,1.26
4084,Sticker | NRG (Holo) | Berlin 2019,0.58
4087,Sticker | Tyloo | Berlin 2019,0.45
4088,Sticker | Tyloo (Holo) | Berlin 2019,1.39
4089,Sticker | Tyloo (Foil) | Berlin 2019,6.03
4092,Sticker | FURIA (Holo) | Berlin 2019,1.03
4093,Sticker | FURIA (Foil) | Berlin 2019,2.17
4095,Sticker | CR4ZY | Berlin 2019,0.42
4096,Sticker | CR4ZY (Holo) | Berlin 2019,0.86
4100,Sticker | Syman Gaming (Holo) | Berlin 2019,0.68
4101,Sticker | Syman Gaming (Foil) | Berlin 2019,8.04
4103,Sticker | North | Berlin 2019,0.56
4107,Sticker | DreamEaters | Berlin 2019,0.86
4108,Sticker | DreamEaters (Holo) | Berlin 2019,0.61
4109,Sticker | DreamEaters (Foil) | Berlin 2019,2.37
4112,Sticker | INTZ E-SPORTS CLUB (Holo) | Berlin 2019,0.53
4116,Sticker | StarLadder (Holo) | Berlin 2019,0.47
4117,Sticker | StarLadder (Foil) | Berlin 2019,0.92
4144,Sticker | Magisk | Berlin 2019,0.1
4146,Sticker | Magisk (Gold) | Berlin 2019,12.49
4147,Sticker | device | Berlin 2019,0.62
4148,Sticker | device (Foil) | Berlin 2019,3.49
4150,Sticker | Xyp9x | Berlin 2019,0.05
4153,Sticker | dupreeh | Berlin 2019,0.18
4156,Sticker | gla1ve | Berlin 2019,0.13
4164,Sticker | Aerial (Gold) | Berlin 2019,6.3
4168,Sticker | Aleksib | Berlin 2019,0.08
4169,Sticker | Aleksib (Foil) | Berlin 2019,0.44
4173,Sticker | sergej (Gold) | Berlin 2019,5.5
4174,Sticker | FalleN | Berlin 2019,0.44
4176,Sticker | FalleN (Gold) | Berlin 2019,16.23
4179,Sticker | LUCAS1 (Gold) | Berlin 2019,14.09
4180,Sticker | fer | Berlin 2019,0.64
4181,Sticker | fer (Foil) | Berlin 2019,0.83
4182,Sticker | fer (Gold) | Berlin 2019,11.1
4183,Sticker | TACO | Berlin 2019,0.07
4184,Sticker | TACO (Foil) | Berlin 2019,0.39
4185,Sticker | TACO (Gold) | Berlin 2019,9.97
4187,Sticker | coldzera (Foil) | Berlin 2019,0.79
4188,Sticker | coldzera (Gold) | Berlin 2019,10.29
4189,Sticker | Zeus | Berlin 2019,0.08
4192,Sticker | s1mple | Berlin 2019,1.04
4193,Sticker | s1mple (Foil) | Berlin 2019,4.4
4200,Sticker | flamie (Gold) | Berlin 2019,5.75
4204,Sticker | f0rest | Berlin 2019,0.07
4205,Sticker | f0rest (Foil) | Berlin 2019,0.61
4206,Sticker | f0rest (Gold) | Berlin 2019,11.1
4210,Sticker | GeT_RiGhT | Berlin 2019,0.09
4212,Sticker | GeT_RiGhT (Gold) | Berlin 2019,13.53
4213,Sticker | REZ | Berlin 2019,0.07
4216,Sticker | Golden | Berlin 2019,0.09
4217,Sticker | Golden (Foil) | Berlin 2019,0.6
4218,Sticker | Golden (Gold) | Berlin 2019,10.98
4219,Sticker | NEO | Berlin 2019,0.15
4220,Sticker | NEO (Foil) | Berlin 2019,1.0
4221,Sticker | NEO (Gold) | Berlin 2019,9.03
4222,Sticker | GuardiaN | Berlin 2019,0.14
4223,Sticker | GuardiaN (Foil) | Berlin 2019,0.74
4226,Sticker | olofmeister (Foil) | Berlin 2019,0.68
4228,Sticker | rain | Berlin 2019,0.39
4229,Sticker | rain (Foil) | Berlin 2019,2.84
4231,Sticker | NiKo | Berlin 2019,1.54
4232,Sticker | NiKo (Foil) | Berlin 2019,5.74
4236,Sticker | nitr0 (Gold) | Berlin 2019,7.55
4238,Sticker | Stewie2K (Foil) | Berlin 2019,0.77
4243,Sticker | Twistzz | Berlin 2019,0.38
4244,Sticker | Twistzz (Foil) | Berlin 2019,4.48
4246,Sticker | EliGE | Berlin 2019,0.09
4248,Sticker | EliGE (Gold) | Berlin 2019,12.64
4250,Sticker | Gratisfaction (Foil) | Berlin 2019,0.29
4252,Sticker | jks | Berlin 2019,0.23
4253,Sticker | jks (Foil) | Berlin 2019,1.27
4258,Sticker | jkaem | Berlin 2019,0.07
4259,Sticker | jkaem (Foil) | Berlin 2019,0.31
4268,Sticker | SicK (Foil) | Berlin 2019,0.33
4271,Sticker | dephh (Foil) | Berlin 2019,0.27
4273,Sticker | ShahZaM | Berlin 2019,0.07
4276,Sticker | oBo | Berlin 2019,0.53
4279,Sticker | DeadFox | Berlin 2019,0.14
4288,Sticker | ISSAA | Berlin 2019,0.07
4289,Sticker | ISSAA (Foil) | Berlin 2019,0.3
4290,Sticker | ISSAA (Gold) | Berlin 2019,8.45
4291,Sticker | oskar | Berlin 2019,0.06
4295,Sticker | AdreN (Foil) | Berlin 2019,0.29
4296,Sticker | AdreN (Gold) | Berlin 2019,5.43
4297,Sticker | Jame | Berlin 2019,0.1
4304,Sticker | buster (Foil) | Berlin 2019,0.45
4310,Sticker | JaCkz (Foil) | Berlin 2019,0.42
4316,Sticker | kennyS (Foil) | Berlin 2019,5.41
4319,Sticker | Lucky (Foil) | Berlin 2019,1.79
4335,Sticker | RpK (Gold) | Berlin 2019,5.71
4336,Sticker | ZywOo | Berlin 2019,0.3
4339,Sticker | Sico | Berlin 2019,0.61
4351,Sticker | DickStacy | Berlin 2019,17.64
4352,Sticker | DickStacy (Foil) | Berlin 2019,42.79
4353,Sticker | DickStacy (Gold) | Berlin 2019,384.92
4356,Sticker | chrisJ (Gold) | Berlin 2019,10.67
4360,Sticker | ropz | Berlin 2019,1.59
4361,Sticker | ropz (Foil) | Berlin 2019,9.82
4362,Sticker | ropz (Gold) | Berlin 2019,99.4
4363,Sticker | frozen | Berlin 2019,0.41
4364,Sticker | frozen (Foil) | Berlin 2019,2.61
4367,Sticker | woxic (Foil) | Berlin 2019,1.09
4371,Sticker | FL1T (Gold) | Berlin 2019,11.15
4383,Sticker | facecrack (Gold) | Berlin 2019,11.36
4384,Sticker | tarik | Berlin 2019,0.1
4390,Sticker | Brehze | Berlin 2019,0.11
4393,Sticker | Ethan | Berlin 2019,0.45
4396,Sticker | CeRq | Berlin 2019,0.25
4397,Sticker | CeRq (Foil) | Berlin 2019,0.73
4411,Sticker | Freeman | Berlin 2019,0.24
4415,Sticker | VINI (Foil) | Berlin 2019,0.86
4416,Sticker | VINI (Gold) | Berlin 2019,10.85
4424,Sticker | KSCERATO (Foil) | Berlin 2019,1.25
4433,Sticker | huNter- (Foil) | Berlin 2019,1.52
4435,Sticker | ottoNd | Berlin 2019,0.3
4439,Sticker | LETN1 (Foil) | Berlin 2019,0.42
4445,Sticker | t0rick (Foil) | Berlin 2019,0.48
4453,Sticker | Ramz1kBO$$ | Berlin 2019,0.1
4454,Sticker | Ramz1kBO$$ (Foil) | Berlin 2019,0.7
4462,Sticker | Kjaerbye | Berlin 2019,0.09
4463,Sticker | Kjaerbye (Foil) | Berlin 2019,0.45
4467,Sticker | JUGi (Gold) | Berlin 2019,8.42
4475,Sticker | svyat (Foil) | Berlin 2019,0.64
4481,Sticker | Forester (Foil) | Berlin 2019,0.6
4483,Sticker | Krad | Berlin 2019,0.09
4488,Sticker | speed4k (Gold) | Berlin 2019,9.96
4490,Sticker | kNgV- (Foil) | Berlin 2019,11.42
4491,Sticker | kNgV- (Gold) | Berlin 2019,76.65
4503,Sticker | xand (Gold) | Berlin 2019,7.86
4504,Sticker | Counter-Tech,0.26
4505,Sticker | Gold Web,0.61
4506,Sticker | Mastermind,0.17
4507,Sticker | Shattered Web,0.31
4508,Sticker | Terrorist-Tech,0.16
4509,Sticker | Web Stuck,0.45
4510,Sticker | Mastermind (Holo),2.84
4511,Sticker | Web Stuck (Holo),1.34
4512,Sticker | Gold Web (Foil),10.76
4513,Sticker | CS20 Classic (Holo),0.68
4514,Sticker | Too Old for This,0.07
4515,Sticker | Pixel Avenger,0.09
4516,Sticker | Aztec,0.04
4518,Sticker | Friend Code,0.13
4519,Sticker | Clutchman (Holo),0.47
4520,Sticker | All Hail the King (Foil),2.96
4522,Sticker | Dragon Lore (Foil),16.06
4523,Sticker | Guinea Pig (Holo),0.29
4524,Sticker | Obey SAS,0.06
4525,Sticker | Fire in the Hole (Holo),2.13
4528,Sticker | Boost (Holo),1.4
4529,Sticker | Rush 4x20 (Holo),1.37
4530,Sticker | Separate Pixels,0.05
4531,Sticker | Surf's Up,0.07
4532,Sticker | Temperance,0.01
4533,Sticker | Assassin,1.02
4534,Sticker | Chief,0.12
4535,Sticker | Dirty Money,0.42
4536,Sticker | Extermination,0.43
4537,Sticker | Incineration,0.39
4538,Sticker | Killjoy,1.1
4539,Sticker | Legendary,0.12
4540,Sticker | Mister Chief,0.67
4541,Sticker | Noble,0.31
4542,Sticker | Spartan,0.14
4543,Sticker | Assassin (Holo),2.19
4544,Sticker | Chief (Holo),0.56
4545,Sticker | Incineration (Holo),2.89
4546,Sticker | Killjoy (Holo),2.46
4547,Sticker | Noble (Holo),1.07
4548,Sticker | Chief (Foil),1.18
4549,Sticker | Legendary (Foil),1.64
4577,Sticker | Blinky,0.22
4580,Sticker | Chompers,0.25
4590,Sticker | Fly High,0.11
4601,Sticker | Last Vance,0.02
4604,Sticker | Combine Helmet,0.1
4605,Sticker | Gnome Mercy,0.05
4606,Sticker | Greetings,0.02
4607,Sticker | Lambda,0.58
4608,Sticker | Vortigaunt (Holo),2.0
4610,Sticker | Combine Helmet (Holo),0.88
4611,Sticker | Lambda (Holo),7.59
4612,Sticker | Last Vance (Gold),1.72
4613,Sticker | Health (Gold),11.81
4614,Sticker | Adepta Sororitas,0.41
4617,Sticker | Heresy,0.26
4620,Sticker | Primaris Keychain,0.21
4624,Sticker | Heresy (Holo),1.17
4626,Sticker | Space Marine (Holo),1.21
4628,Sticker | Bloodthirster (Foil),1.78
4629,Sticker | Chaos Marine (Foil),2.56
4648,Sticker | Glare,0.1
4650,Sticker | Hello AK-47 (Gold),7.19
4651,Sticker | Hello AUG,0.47
4652,Sticker | Hello AUG (Gold),1.91
4657,Sticker | Hello CZ75-Auto,0.34
4658,Sticker | Hello CZ75-Auto (Gold),1.87
4660,Sticker | Hello FAMAS (Gold),2.52
4661,Sticker | Hello Galil AR,1.57
4662,Sticker | Hello Galil AR (Gold),2.76
4665,Sticker | Hello M4A4,1.13
4668,Sticker | Hello MAC-10 (Gold),2.55
4669,Sticker | Hello MP7,0.52
4670,Sticker | Hello MP7 (Gold),2.17
4672,Sticker | Hello MP9 (Gold),2.12
4674,Sticker | Hello P90 (Gold),6.35
4675,Sticker | Hello SG 553,0.68
4676,Sticker | Hello SG 553 (Gold),2.5
4678,Sticker | Hello UMP-45 (Gold),3.34
4680,Sticker | Hello XM1014 (Gold),12.26
4681,Sticker | Ancient Beast,0.08
4682,Sticker | Ancient Marauder,0.28
4683,Sticker | Ancient Protector,0.14
4684,Sticker | Badge of Service,0.08
4685,Sticker | Battle Scarred,3.82
4686,Sticker | Broken Fang,0.93
4687,Sticker | Coiled Strike,0.39
4688,Sticker | Enemy Spotted,0.14
4689,Sticker | Stalking Prey,0.29
4690,Sticker | Stone Scales,0.21
4691,Sticker | Battle Scarred (Holo),14.05
4692,Sticker | Broken Fang (Holo),2.43
4693,Sticker | Coiled Strike (Holo),4.02
4694,Sticker | Enemy Spotted (Holo),1.59
4695,Sticker | Ancient Beast (Foil),2.97
4696,Sticker | Stone Scales (Foil),7.77
4698,Sticker | Lefty (CT),0.03
4701,Sticker | Vitality | 2020 RMR,0.01
4702,Sticker | Vitality (Holo) | 2020 RMR,0.12
4703,Sticker | Vitality (Foil) | 2020 RMR,0.26
4704,Sticker | Vitality (Gold) | 2020 RMR,1.75
4705,Sticker | Heroic | 2020 RMR,0.01
4706,Sticker | Heroic (Holo) | 2020 RMR,0.1
4707,Sticker | Heroic (Foil) | 2020 RMR,0.26
4708,Sticker | Heroic (Gold) | 2020 RMR,1.15
4709,Sticker | Ninjas in Pyjamas | 2020 RMR,0.01
4710,Sticker | Ninjas in Pyjamas (Holo) | 2020 RMR,0.12
4711,Sticker | Ninjas in Pyjamas (Foil) | 2020 RMR,0.3
4712,Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR,1.57
4713,Sticker | Astralis | 2020 RMR,0.03
4714,Sticker | Astralis (Holo) | 2020 RMR,0.5
4715,Sticker | Astralis (Foil) | 2020 RMR,1.4
4716,Sticker | Astralis (Gold) | 2020 RMR,2.63
4717,Sticker | BIG | 2020 RMR,0.01
4718,Sticker | BIG (Holo) | 2020 RMR,0.19
4719,Sticker | BIG (Foil) | 2020 RMR,0.3
4720,Sticker | BIG (Gold) | 2020 RMR,1.97
4721,Sticker | Fnatic | 2020 RMR,0.02
4722,Sticker | Fnatic (Holo) | 2020 RMR,0.31
4723,Sticker | Fnatic (Foil) | 2020 RMR,1.12
4724,Sticker | Fnatic (Gold) | 2020 RMR,2.01
4725,Sticker | G2 | 2020 RMR,0.02
4726,Sticker | G2 (Holo) | 2020 RMR,0.26
4727,Sticker | G2 (Foil) | 2020 RMR,0.7
4728,Sticker | G2 (Gold) | 2020 RMR,3.84
4729,Sticker | OG | 2020 RMR,0.01
4730,Sticker | OG (Holo) | 2020 RMR,0.22
4731,Sticker | OG (Foil) | 2020 RMR,0.33
4732,Sticker | OG (Gold) | 2020 RMR,1.58
4734,Sticker | GODSENT (Holo) | 2020 RMR,0.3
4735,Sticker | GODSENT (Foil) | 2020 RMR,0.47
4736,Sticker | GODSENT (Gold) | 2020 RMR,2.14
4737,Sticker | FaZe | 2020 RMR,0.11
4738,Sticker | FaZe (Holo) | 2020 RMR,0.55
4739,Sticker | FaZe (Foil) | 2020 RMR,6.35
4740,Sticker | FaZe (Gold) | 2020 RMR,5.52
4741,Sticker | North | 2020 RMR,0.02
4742,Sticker | North (Holo) | 2020 RMR,0.39
4743,Sticker | North (Foil) | 2020 RMR,0.96
4744,Sticker | North (Gold) | 2020 RMR,1.96
4745,Sticker | Spirit | 2020 RMR,0.04
4746,Sticker | Spirit (Holo) | 2020 RMR,0.44
4747,Sticker | Spirit (Foil) | 2020 RMR,1.32
4748,Sticker | Spirit (Gold) | 2020 RMR,3.42
4749,Sticker | Natus Vincere | 2020 RMR,0.02
4750,Sticker | Natus Vincere (Holo) | 2020 RMR,0.34
4751,Sticker | Natus Vincere (Foil) | 2020 RMR,0.75
4752,Sticker | Natus Vincere (Gold) | 2020 RMR,2.9
4753,Sticker | Nemiga | 2020 RMR,0.02
4754,Sticker | Nemiga (Holo) | 2020 RMR,0.21
4755,Sticker | Nemiga (Foil) | 2020 RMR,0.48
4756,Sticker | Nemiga (Gold) | 2020 RMR,2.53
4757,Sticker | Virtus.pro | 2020 RMR,0.01
4758,Sticker | Virtus.pro (Holo) | 2020 RMR,0.24
4760,Sticker | Virtus.pro (Gold) | 2020 RMR,1.75
4762,Sticker | ESPADA (Holo) | 2020 RMR,0.12
4764,Sticker | ESPADA (Gold) | 2020 RMR,1.62
4765,Sticker | Evil Geniuses | 2020 RMR,0.01
4766,Sticker | Evil Geniuses (Holo) | 2020 RMR,0.16
4767,Sticker | Evil Geniuses (Foil) | 2020 RMR,0.44
4768,Sticker | Evil Geniuses (Gold) | 2020 RMR,3.34
4769,Sticker | 100 Thieves | 2020 RMR,0.01
4770,Sticker | 100 Thieves (Holo) | 2020 RMR,0.13
4772,Sticker | 100 Thieves (Gold) | 2020 RMR,2.74
4773,Sticker | FURIA | 2020 RMR,0.01
4774,Sticker | FURIA (Holo) | 2020 RMR,0.28
4775,Sticker | FURIA (Foil) | 2020 RMR,0.57
4776,Sticker | FURIA (Gold) | 2020 RMR,2.87
4777,Sticker | Liquid | 2020 RMR,0.01
4778,Sticker | Liquid (Holo) | 2020 RMR,0.56
4779,Sticker | Liquid (Foil) | 2020 RMR,1.01
4780,Sticker | Liquid (Gold) | 2020 RMR,2.23
4781,Sticker | Gen.G | 2020 RMR,0.01
4783,Sticker | Gen.G (Foil) | 2020 RMR,0.34
4784,Sticker | Gen.G (Gold) | 2020 RMR,1.98
4785,Sticker | Boom | 2020 RMR,0.01
4786,Sticker | Boom (Holo) | 2020 RMR,0.47
4787,Sticker | Boom (Foil) | 2020 RMR,0.44
4788,Sticker | Boom (Gold) | 2020 RMR,2.49
4789,Sticker | Renegades | 2020 RMR,0.01
4790,Sticker | Renegades (Holo) | 2020 RMR,0.24
4791,Sticker | Renegades (Foil) | 2020 RMR,0.38
4792,Sticker | Renegades (Gold) | 2020 RMR,1.9
4793,Sticker | TYLOO | 2020 RMR,0.08
4794,Sticker | TYLOO (Holo) | 2020 RMR,0.75
4795,Sticker | TYLOO (Foil) | 2020 RMR,2.27
4796,Sticker | TYLOO (Gold) | 2020 RMR,11.54
4799,Sticker | Poorly Drawn Bloody Darryl,0.18
4800,Sticker | Poorly Drawn Chicken,0.58
4801,Sticker | Poorly Drawn FBI,0.25
4806,Sticker | Poorly Drawn Terrorist,0.66
4807,Sticker | Poorly Drawn Ava (Holo),1.27
4808,Sticker | Poorly Drawn Balkan (Holo),1.35
4810,Sticker | Poorly Drawn Chicken (Holo),3.17
4811,Sticker | Poorly Drawn FBI (Holo),1.29
4812,Sticker | Poorly Drawn IDF (Holo),1.0
4813,Sticker | Poorly Drawn Leet Crew (Holo),1.2
4814,Sticker | Poorly Drawn Number K (Holo),2.01
4815,Sticker | Poorly Drawn SAS (Holo),1.59
4816,Sticker | Poorly Drawn Terrorist (Holo),3.52
4818,Sticker | Blue Gnar,0.78
4821,Sticker | Yellow Jaggyfish,0.91
4822,Sticker | Pink Jaggyfish,1.55
4823,Sticker | Purple Jaggyfish,1.76
4824,Sticker | Black Jaggyfish,1.97
4825,Sticker | Blue Lethal,0.64
4826,Sticker | Green Lethal,0.66
4827,Sticker | Fade Lethal,0.9
4828,Sticker | Yellow Lethal,0.41
4841,Sticker | Watermelon Tentaskull,1.63
4842,Sticker | Blood Moon Tentaskull,1.06
4843,Sticker | Sunset Ocean Tentaskull,0.63
4844,Sticker | Toxic Tentaskull,0.84
4845,Sticker | Watermelon Stabbyfish,0.39
4846,Sticker | Miami Stabbyfish,1.24
4847,Sticker | After Hours Stabbyfish,0.51
4850,Sticker | Blood Moon Wave Rider,0.75
4853,Sticker | Candy Buttery (Holo),9.02
4854,Sticker | Flame Buttery (Holo),9.06
4855,Sticker | Watermelon Buttery (Holo),7.45
4856,Sticker | Miami Buttery (Holo),16.09
4857,Sticker | Opal Flick (Holo),25.16
4858,Sticker | Ocean Sunset Flick (Holo),12.14
4859,Sticker | Mercury Flick (Holo),9.15
4860,Sticker | Miami Flick (Holo),13.81
4861,Sticker | Watermelon Flow (Holo),20.91
4862,Sticker | Toxic Flow (Holo),21.7
4863,Sticker | Cotton Candy Flow (Holo),74.15
4864,Sticker | Miami Flow (Holo),44.91
4865,Sticker | Miami Skill Surf (Holo),12.06
4866,Sticker | Ocean Sunset Skill Surf (Holo),8.62
4867,Sticker | Coral Skill Surf (Holo),5.14
4868,Sticker | Bubble Gum Skill Surf (Holo),9.29
4869,Sticker | Abalone Strafe (Holo),16.68
4870,Sticker | Watermelon Strafe (Holo),24.28
4871,Sticker | Mood Ring Strafe (Holo),16.47
4872,Sticker | Neon Opal Strafe (Holo),73.08
4873,Sticker | Flame Tier6 (Holo),22.89
4874,Sticker | Watermelon Tier6 (Holo),12.76
4875,Sticker | Miami Tier6 (Holo),32.27
4876,Sticker | Forge Tier6 (Holo),19.87
4877,Sticker | Sticker Bomb Surf Ava (Foil),9.61
4878,Sticker | Dragon Lore Surf Ava (Foil),22.92
4879,Sticker | Akihabara Accept Surf Ava (Foil),13.64
4881,Sticker | Ultraviolet Poison Frog (Foil),47.01
4882,Sticker | Clutch Or Kick,0.05
4883,Sticker | Dr. Dazzles,0.08
4884,Sticker | EZ,0.43
4885,Sticker | Fast Banana,0.37
4889,Sticker | No Time,0.17
4891,Sticker | Speedy T,0.2
4893,Sticker | War,0.21
4894,Sticker | Cyber Romanov (Holo),1.06
4896,Sticker | Handle With Care (Holo),0.83
4897,Sticker | I See You (Holo),0.56
4898,Sticker | Nice Clutch (Holo),1.07
4899,Sticker | Runtime (Holo),4.6
4900,Sticker | Ace Devil (Foil),3.91
4901,Sticker | Bullet Hell (Foil),3.44
4902,Sticker | Purrurists (Foil),7.44
4905,Sticker | Come Here Boy,0.05
4906,Sticker | Forty Two,0.39
4908,Sticker | Mr. Chompy,0.21
4909,Sticker | No Pats,0.85
4910,Sticker | PAC AI,0.26
4912,Sticker | Ready For Battle,0.04
4913,Sticker | No Pats (Holo),3.2
4914,Sticker | PTFO (Holo),0.33
4917,Sticker | Mr. Chompy (Foil),1.98
4918,Sticker | PAC AI (Foil),3.58
4919,Sticker | Tornado Chaos (Foil),6.69
4920,Sticker | Lore Poison Frog (Foil),38.27
4921,Sticker | Crimson Web Poison Frog (Foil),41.88
4922,Sticker | Doppler Poison Frog (Foil),88.57
4923,Sticker | Seeing Red,0.88
4924,Sticker | Dead Eye,1.16
4925,Sticker | Great Wave,1.7
4926,Sticker | Gutted,0.63
4927,Sticker | Kill Count,1.61
4929,Sticker | Liquid Fire,8.06
4930,Sticker | Chicken of the Sky,2.78
4931,Sticker | Dead Eye (Holo),12.51
4932,Sticker | Great Wave (Holo),18.32
4933,Sticker | Kill Count (Holo),11.7
4934,Sticker | Liquid Fire (Holo),48.07
4935,Sticker | Seeing Red (Foil),8.77
4936,Sticker | Great Wave (Foil),23.11
4950,Sticker | Sticker Bomb Surf K (Foil),9.34
4951,Sticker | Hypnotic Surf K (Foil),10.33
4952,Sticker | Fire Serpent Surf K (Foil),11.61
4953,Sticker | Blaze Surf K (Foil),21.41
4954,Sticker | Ninjas in Pyjamas | Stockholm 2021,0.02
4955,Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021,2.09
4957,Sticker | Ninjas in Pyjamas (Gold) | Stockholm 2021,3.67
4958,Sticker | FURIA | Stockholm 2021,0.02
4959,Sticker | FURIA (Holo) | Stockholm 2021,8.06
4960,Sticker | FURIA (Foil) | Stockholm 2021,1.4
4961,Sticker | FURIA (Gold) | Stockholm 2021,9.61
4962,Sticker | Natus Vincere | Stockholm 2021,0.05
4963,Sticker | Natus Vincere (Holo) | Stockholm 2021,2.81
4964,Sticker | Natus Vincere (Foil) | Stockholm 2021,2.0
4965,Sticker | Natus Vincere (Gold) | Stockholm 2021,10.86
4966,Sticker | Vitality | Stockholm 2021,0.01
4967,Sticker | Vitality (Holo) | Stockholm 2021,3.85
4968,Sticker | Vitality (Foil) | Stockholm 2021,1.0
4969,Sticker | Vitality (Gold) | Stockholm 2021,4.98
4970,Sticker | Team Liquid | Stockholm 2021,0.02
4971,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1
4972,Sticker | Team Liquid (Foil) | Stockholm 2021,2.18
4973,Sticker | Team Liquid (Gold) | Stockholm 2021,5.52
4974,Sticker | Gambit Gaming | Stockholm 2021,0.03
4975,Sticker | Gambit Gaming (Holo) | Stockholm 2021,4.39
4976,Sticker | Gambit Gaming (Foil) | Stockholm 2021,1.48
4977,Sticker | Gambit Gaming (Gold) | Stockholm 2021,5.94
4978,Sticker | G2 Esports | Stockholm 2021,0.01
4979,Sticker | G2 Esports (Holo) | Stockholm 2021,3.1
4980,Sticker | G2 Esports (Foil) | Stockholm 2021,1.74
4981,Sticker | G2 Esports (Gold) | Stockholm 2021,5.87
4982,Sticker | Evil Geniuses | Stockholm 2021,0.02
4983,Sticker | Evil Geniuses (Holo) | Stockholm 2021,5.75
4984,Sticker | Evil Geniuses (Foil) | Stockholm 2021,1.31
4985,Sticker | Evil Geniuses (Gold) | Stockholm 2021,3.71
4987,Sticker | Team Spirit (Holo) | Stockholm 2021,9.53
4988,Sticker | Team Spirit (Foil) | Stockholm 2021,3.49
4989,Sticker | Team Spirit (Gold) | Stockholm 2021,16.62
4990,Sticker | Astralis | Stockholm 2021,0.18
4991,Sticker | Astralis (Holo) | Stockholm 2021,6.25
4992,Sticker | Astralis (Foil) | Stockholm 2021,5.31
4993,Sticker | Astralis (Gold) | Stockholm 2021,12.58
4994,Sticker | paiN Gaming | Stockholm 2021,0.05
4995,Sticker | paiN Gaming (Holo) | Stockholm 2021,4.93
4996,Sticker | paiN Gaming (Foil) | Stockholm 2021,4.21
4997,Sticker | paiN Gaming (Gold) | Stockholm 2021,10.48
4999,Sticker | ENCE (Holo) | Stockholm 2021,2.5
5000,Sticker | ENCE (Foil) | Stockholm 2021,1.77
5002,Sticker | BIG | Stockholm 2021,0.07
5003,Sticker | BIG (Holo) | Stockholm 2021,6.92
5004,Sticker | BIG (Foil) | Stockholm 2021,1.51
5005,Sticker | BIG (Gold) | Stockholm 2021,11.16
5006,Sticker | Movistar Riders | Stockholm 2021,0.16
5007,Sticker | Movistar Riders (Holo) | Stockholm 2021,24.6
5009,Sticker | Movistar Riders (Gold) | Stockholm 2021,18.47
5011,Sticker | Heroic (Holo) | Stockholm 2021,3.16
5014,Sticker | MOUZ | Stockholm 2021,0.14
5015,Sticker | MOUZ (Holo) | Stockholm 2021,13.51
5016,Sticker | MOUZ (Foil) | Stockholm 2021,10.76
5017,Sticker | MOUZ (Gold) | Stockholm 2021,47.73
5019,Sticker | Sharks Esports (Holo) | Stockholm 2021,6.3
5020,Sticker | Sharks Esports (Foil) | Stockholm 2021,2.31
