weapon_name,skin_name,pattern,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold
M9 Bayonet,Case Hardened,862,20.07,16.64,63.29,9.6,8.84,81.55
M9 Bayonet,Case Hardened,432,31.6,7.89,60.51,21.94,17.39,60.67
M9 Bayonet,Case Hardened,976,11.85,21.09,67.06,11.64,9.81,78.55
M9 Bayonet,Case Hardened,269,33.09,6.88,60.03,48.71,9.74,41.55
M9 Bayonet,Case Hardened,77,6.51,3.2,90.29,8.84,6.43,84.73
M9 Bayonet,Case Hardened,281,8.63,5.93,85.45,53.21,15.1,31.69
M9 Bayonet,Case Hardened,754,10.88,12.0,77.12,32.73,19.23,48.05
M9 Bayonet,Case Hardened,619,23.88,15.07,61.05,49.26,25.56,25.18
M9 Bayonet,Case Hardened,715,53.04,5.06,41.89,60.07,10.23,29.7
M9 Bayonet,Case Hardened,968,42.5,7.17,50.33,48.24,11.44,40.32
M9 Bayonet,Case Hardened,601,39.56,11.85,48.58,86.2,4.27,9.53
M9 Bayonet,Case Hardened,343,1.1,7.95,90.95,3.25,9.27,87.48
M9 Bayonet,Case Hardened,793,19.77,22.78,57.45,53.24,25.84,20.92
M9 Bayonet,Case Hardened,366,57.8,10.46,31.74,53.51,16.78,29.7
M9 Bayonet,Case Hardened,843,7.64,8.4,83.95,7.73,6.94,85.33
M9 Bayonet,Case Hardened,430,43.11,13.11,43.78,52.69,7.09,40.21
M9 Bayonet,Case Hardened,198,29.82,15.49,54.69,35.54,21.15,43.31
M9 Bayonet,Case Hardened,157,24.39,12.47,63.14,42.54,8.3,49.17
M9 Bayonet,Case Hardened,166,21.29,16.72,62.0,49.54,14.54,35.92
M9 Bayonet,Case Hardened,700,1.05,2.55,96.4,11.92,5.74,82.35
M9 Bayonet,Case Hardened,29,38.15,20.38,41.47,16.26,16.28,67.46
M9 Bayonet,Case Hardened,603,52.0,13.29,34.71,7.38,14.02,78.6
M9 Bayonet,Case Hardened,428,17.7,25.07,57.23,11.37,18.6,70.02
M9 Bayonet,Case Hardened,556,33.59,13.07,53.34,41.45,8.57,49.99
M9 Bayonet,Case Hardened,202,12.36,15.69,71.96,45.43,6.94,47.63
M9 Bayonet,Case Hardened,249,42.78,15.41,41.81,47.84,21.23,30.92
M9 Bayonet,Case Hardened,306,0.35,1.1,98.55,2.97,5.02,92.01
M9 Bayonet,Case Hardened,88,59.21,7.84,32.95,51.02,14.0,34.98
M9 Bayonet,Case Hardened,64,64.65,7.82,27.53,37.61,4.9,57.49
M9 Bayonet,Case Hardened,9,22.33,15.86,61.81,11.12,10.31,78.57
M9 Bayonet,Case Hardened,837,30.23,14.48,55.29,54.9,2.43,42.67
M9 Bayonet,Case Hardened,468,22.3,17.89,59.81,5.99,10.73,83.28
M9 Bayonet,Case Hardened,141,12.03,11.86,76.11,46.72,29.22,24.06
M9 Bayonet,Case Hardened,323,1.89,5.35,92.76,10.49,11.48,78.03
M9 Bayonet,Case Hardened,58,30.04,9.2,60.76,67.96,7.6,24.44
M9 Bayonet,Case Hardened,577,8.97,8.47,82.56,30.44,15.36,54.2
M9 Bayonet,Case Hardened,625,24.56,19.94,55.5,3.25,5.66,91.09
M9 Bayonet,Case Hardened,694,25.54,9.77,64.69,20.58,19.68,59.73
M9 Bayonet,Case Hardened,239,6.1,8.62,85.28,61.45,16.04,22.52
M9 Bayonet,Case Hardened,317,9.82,15.33,74.85,27.71,29.23,43.06
M9 Bayonet,Case Hardened,564,51.8,8.87,39.33,43.06,6.59,50.35
M9 Bayonet,Case Hardened,404,9.33,17.25,73.42,26.81,21.52,51.67
M9 Bayonet,Case Hardened,753,21.06,20.8,58.14,14.32,18.77,66.91
M9 Bayonet,Case Hardened,704,0.27,1.02,98.71,26.78,2.34,70.89
M9 Bayonet,Case Hardened,244,37.2,16.71,46.09,19.47,19.85,60.68
M9 Bayonet,Case Hardened,698,20.51,16.52,62.97,52.85,10.58,36.57
M9 Bayonet,Case Hardened,831,6.12,7.05,86.83,30.78,17.66,51.56
M9 Bayonet,Case Hardened,533,36.18,6.2,57.62,46.55,5.94,47.51
M9 Bayonet,Case Hardened,425,51.28,11.03,37.69,22.52,12.41,65.06
M9 Bayonet,Case Hardened,869,40.22,17.74,42.04,38.2,18.47,43.34
M9 Bayonet,Case Hardened,61,25.37,16.41,58.22,26.37,5.42,68.2
M9 Bayonet,Case Hardened,107,30.73,14.73,54.54,63.09,8.06,28.85
M9 Bayonet,Case Hardened,628,5.25,5.52,89.22,45.11,14.27,40.62
M9 Bayonet,Case Hardened,53,27.1,19.0,53.9,0.59,5.52,93.89
M9 Bayonet,Case Hardened,313,4.19,15.3,80.51,27.82,10.9,61.29
M9 Bayonet,Case Hardened,767,12.25,14.1,73.65,3.34,7.86,88.79
M9 Bayonet,Case Hardened,867,48.13,26.22,25.65,56.37,11.2,32.43
M9 Bayonet,Case Hardened,41,45.84,9.06,45.09,53.76,10.66,35.58
M9 Bayonet,Case Hardened,956,21.31,8.16,70.53,33.26,19.06,47.69
M9 Bayonet,Case Hardened,933,34.04,18.36,47.59,41.45,9.64,48.91
M9 Bayonet,Case Hardened,645,35.1,4.13,60.77,12.67,6.57,80.76
M9 Bayonet,Case Hardened,855,14.78,11.28,73.94,12.81,14.53,72.66
M9 Bayonet,Case Hardened,925,13.67,4.21,82.12,22.29,9.88,67.82
M9 Bayonet,Case Hardened,409,21.21,8.55,70.24,39.68,15.02,45.3
M9 Bayonet,Case Hardened,521,27.34,19.95,52.71,0.1,3.21,96.68
M9 Bayonet,Case Hardened,75,23.02,33.83,43.16,23.61,18.08,58.31
M9 Bayonet,Case Hardened,527,58.7,28.31,12.99,5.27,9.75,84.98
M9 Bayonet,Case Hardened,610,53.21,12.31,34.48,52.06,15.12,32.82
M9 Bayonet,Case Hardened,778,30.2,26.0,43.81,30.13,21.44,48.43
M9 Bayonet,Case Hardened,353,43.2,14.24,42.56,46.94,17.93,35.13
M9 Bayonet,Case Hardened,336,49.1,11.85,39.05,53.94,7.27,38.79
M9 Bayonet,Case Hardened,463,26.57,24.86,48.57,6.17,11.45,82.38
M9 Bayonet,Case Hardened,73,5.42,10.07,84.51,16.65,20.58,62.77
M9 Bayonet,Case Hardened,634,2.19,5.38,92.42,62.59,13.4,24.01
M9 Bayonet,Case Hardened,671,35.17,17.43,47.39,45.66,20.62,33.72
M9 Bayonet,Case Hardened,406,44.62,3.86,51.52,64.24,2.04,33.72
M9 Bayonet,Case Hardened,319,60.59,11.97,27.44,38.89,27.73,33.38
M9 Bayonet,Case Hardened,546,34.42,14.86,50.72,46.92,7.17,45.91
M9 Bayonet,Case Hardened,986,65.22,11.67,23.11,25.67,13.54,60.79
M9 Bayonet,Case Hardened,192,27.09,18.01,54.9,29.79,28.14,42.07
M9 Bayonet,Case Hardened,883,5.25,11.71,83.04,0.51,3.43,96.06
M9 Bayonet,Case Hardened,739,17.95,19.31,62.74,0.68,0.56,98.76
M9 Bayonet,Case Hardened,779,1.94,4.28,93.77,39.79,23.62,36.59
M9 Bayonet,Case Hardened,954,55.63,6.73,37.63,38.85,14.4,46.76
M9 Bayonet,Case Hardened,675,53.9,16.07,30.03,56.84,19.16,24.0
M9 Bayonet,Case Hardened,943,55.54,25.18,19.27,2.9,5.58,91.52
M9 Bayonet,Case Hardened,839,7.26,5.44,87.29,0.31,0.83,98.86
M9 Bayonet,Case Hardened,576,20.79,20.97,58.24,6.54,12.03,81.43
M9 Bayonet,Case Hardened,651,0.78,2.49,96.74,43.08,22.45,34.47
M9 Bayonet,Case Hardened,834,46.77,26.25,26.98,16.0,16.16,67.83
M9 Bayonet,Case Hardened,518,45.81,20.76,33.43,41.89,24.84,33.27
M9 Bayonet,Case Hardened,673,6.71,9.8,83.49,0.71,1.93,97.35
M9 Bayonet,Case Hardened,209,69.35,6.49,24.16,34.99,9.03,55.99
M9 Bayonet,Case Hardened,150,49.52,20.88,29.6,73.69,11.48,14.83
M9 Bayonet,Case Hardened,346,70.7,5.33,23.97,49.46,7.88,42.66
M9 Bayonet,Case Hardened,104,24.3,23.79,51.91,19.99,20.3,59.71
M9 Bayonet,Case Hardened,18,6.63,12.47,80.91,20.22,20.71,59.07
M9 Bayonet,Case Hardened,993,47.53,6.0,46.48,32.25,3.79,63.95
M9 Bayonet,Case Hardened,599,15.87,10.63,73.51,19.32,11.97,68.71
M9 Bayonet,Case Hardened,503,8.72,6.15,85.13,68.29,8.92,22.79
M9 Bayonet,Case Hardened,305,22.56,24.4,53.04,4.9,7.27,87.83
M9 Bayonet,Case Hardened,583,13.62,23.54,62.84,31.8,19.22,48.98
M9 Bayonet,Case Hardened,303,28.08,27.85,44.06,36.88,15.2,47.92
M9 Bayonet,Case Hardened,497,2.38,5.14,92.47,1.57,5.5,92.93
M9 Bayonet,Case Hardened,253,18.59,23.79,57.62,52.79,26.9,20.3
M9 Bayonet,Case Hardened,714,11.82,13.44,74.74,17.65,13.19,69.16
M9 Bayonet,Case Hardened,570,14.06,4.0,81.94,35.17,5.68,59.15
M9 Bayonet,Case Hardened,584,31.49,15.0,53.52,20.53,11.15,68.33
M9 Bayonet,Case Hardened,477,34.91,20.94,44.16,2.32,6.14,91.54
M9 Bayonet,Case Hardened,408,17.02,26.33,56.65,16.14,11.73,72.14
M9 Bayonet,Case Hardened,550,62.87,16.91,20.22,55.29,9.76,34.95
M9 Bayonet,Case Hardened,934,9.17,14.13,76.7,4.25,18.14,77.61
M9 Bayonet,Case Hardened,551,15.04,16.54,68.42,28.67,9.78,61.55
M9 Bayonet,Case Hardened,403,10.92,6.93,82.15,64.23,14.78,20.99
M9 Bayonet,Case Hardened,945,26.26,20.6,53.14,24.59,25.58,49.84
M9 Bayonet,Case Hardened,606,15.84,17.82,66.34,27.47,23.75,48.78
M9 Bayonet,Case Hardened,78,34.45,18.36,47.19,35.21,18.65,46.14
M9 Bayonet,Case Hardened,56,29.44,11.66,58.9,10.17,8.14,81.69
M9 Bayonet,Case Hardened,341,36.01,14.59,49.39,32.79,17.29,49.92
M9 Bayonet,Case Hardened,4,41.92,9.98,48.1,44.61,9.38,46.02
M9 Bayonet,Case Hardened,897,42.5,20.6,36.9,67.43,8.41,24.17
M9 Bayonet,Case Hardened,683,16.57,10.12,73.31,32.35,11.71,55.94
M9 Bayonet,Case Hardened,417,56.85,10.26,32.89,81.69,5.91,12.4
M9 Bayonet,Case Hardened,449,24.45,19.2,56.35,56.78,11.29,31.92
M9 Bayonet,Case Hardened,97,57.98,17.69,24.33,47.97,24.67,27.36
M9 Bayonet,Case Hardened,585,9.51,6.33,84.16,58.01,10.24,31.75
M9 Bayonet,Case Hardened,507,28.47,7.99,63.54,41.38,11.91,46.71
M9 Bayonet,Case Hardened,177,48.14,12.81,39.04,47.67,12.95,39.38
M9 Bayonet,Case Hardened,292,11.77,16.61,71.62,45.17,19.33,35.5
M9 Bayonet,Case Hardened,54,13.81,11.61,74.58,28.61,24.32,47.07
M9 Bayonet,Case Hardened,349,18.0,5.63,76.38,68.82,6.58,24.6
M9 Bayonet,Case Hardened,420,42.62,17.79,39.6,1.31,1.42,97.27
M9 Bayonet,Case Hardened,586,42.5,12.47,45.03,19.92,20.96,59.12
M9 Bayonet,Case Hardened,890,1.64,0.72,97.63,5.32,6.63,88.05
M9 Bayonet,Case Hardened,293,15.67,22.0,62.33,44.62,10.86,44.51
M9 Bayonet,Case Hardened,783,44.3,7.41,48.29,42.76,12.28,44.96
M9 Bayonet,Case Hardened,308,43.13,23.81,33.06,39.6,18.16,42.24
M9 Bayonet,Case Hardened,742,1.51,0.72,97.76,10.32,9.05,80.63
M9 Bayonet,Case Hardened,284,5.48,5.81,88.72,8.93,16.1,74.96
M9 Bayonet,Case Hardened,946,9.45,16.67,73.88,55.8,21.31,22.88
M9 Bayonet,Case Hardened,345,16.35,11.1,72.56,46.33,10.12,43.55
M9 Bayonet,Case Hardened,89,0.59,1.59,97.82,5.35,6.85,87.81
M9 Bayonet,Case Hardened,573,18.13,17.2,64.68,47.07,18.99,33.94
M9 Bayonet,Case Hardened,820,8.61,8.59,82.8,27.32,14.42,58.26
M9 Bayonet,Case Hardened,385,23.88,17.57,58.55,6.96,9.47,83.57
M9 Bayonet,Case Hardened,931,42.98,17.44,39.59,31.31,18.86,49.83
M9 Bayonet,Case Hardened,374,4.31,6.07,89.62,46.91,9.73,43.37
M9 Bayonet,Case Hardened,103,17.35,12.16,70.49,41.67,12.84,45.49
M9 Bayonet,Case Hardened,314,19.84,14.48,65.68,19.68,22.66,57.66
M9 Bayonet,Case Hardened,176,24.7,14.83,60.46,42.43,12.84,44.73
M9 Bayonet,Case Hardened,915,42.33,12.77,44.9,55.14,6.46,38.41
M9 Bayonet,Case Hardened,91,29.03,4.81,66.16,43.62,7.01,49.36
M9 Bayonet,Case Hardened,11,71.1,14.17,14.73,11.89,11.73,76.38
M9 Bayonet,Case Hardened,686,5.75,4.06,90.18,13.01,9.78,77.21
M9 Bayonet,Case Hardened,860,2.16,1.84,96.0,17.99,11.64,70.37
M9 Bayonet,Case Hardened,787,21.26,17.45,61.29,0.0,0.96,99.04
Bayonet,Case Hardened,411,12.87,5.37,81.75,6.98,4.9,88.11
Bayonet,Case Hardened,293,16.03,13.11,70.86,5.07,12.55,82.38
Bayonet,Case Hardened,361,4.27,6.95,88.78,12.77,4.16,83.07
Bayonet,Case Hardened,151,36.29,4.43,59.28,73.09,1.29,25.62
Bayonet,Case Hardened,465,25.91,4.33,69.76,20.48,3.57,75.95
Bayonet,Case Hardened,51,3.51,5.82,90.67,13.08,1.15,85.77
Bayonet,Case Hardened,161,7.73,5.65,86.63,30.72,7.1,62.18
Bayonet,Case Hardened,415,7.93,3.41,88.66,19.11,14.15,66.75
Bayonet,Case Hardened,546,0.47,1.3,98.23,4.68,3.12,92.2
Bayonet,Case Hardened,715,17.77,4.21,78.01,41.52,2.73,55.75
Bayonet,Case Hardened,627,25.02,11.41,63.57,47.82,5.92,46.26
Bayonet,Case Hardened,685,19.66,16.11,64.23,39.89,4.28,55.83
Bayonet,Case Hardened,850,56.41,6.33,37.27,42.34,5.94,51.72
Bayonet,Case Hardened,526,45.69,18.45,35.86,51.03,4.17,44.8
Bayonet,Case Hardened,387,60.1,6.75,33.15,59.44,1.32,39.24
Bayonet,Case Hardened,84,22.32,8.38,69.3,31.38,7.56,61.06
Bayonet,Case Hardened,954,45.21,8.9,45.89,10.95,10.25,78.8
Bayonet,Case Hardened,451,15.16,6.89,77.95,6.11,1.44,92.45
Bayonet,Case Hardened,12,3.3,1.01,95.7,23.18,3.54,73.27
Bayonet,Case Hardened,613,7.78,9.18,83.04,24.72,20.2,55.08
Bayonet,Case Hardened,887,41.15,7.1,51.76,52.73,5.8,41.47
Bayonet,Case Hardened,462,22.21,11.79,66.01,37.36,5.58,57.07
Bayonet,Case Hardened,13,38.64,2.18,59.18,49.11,1.79,49.1
Bayonet,Case Hardened,576,16.38,8.99,74.63,31.28,7.16,61.57
Bayonet,Case Hardened,163,22.34,7.5,70.16,56.12,10.25,33.63
Bayonet,Case Hardened,566,11.63,11.02,77.35,42.48,12.91,44.61
Bayonet,Case Hardened,825,3.18,7.77,89.05,6.67,4.95,88.38
Bayonet,Case Hardened,800,18.93,9.64,71.43,33.86,8.4,57.73
Bayonet,Case Hardened,365,17.37,9.97,72.66,24.11,14.96,60.93
Bayonet,Case Hardened,409,19.17,16.21,64.62,14.63,5.04,80.33
Bayonet,Case Hardened,570,20.8,10.97,68.23,1.04,0.62,98.33
Bayonet,Case Hardened,577,39.96,5.46,54.58,39.85,2.25,57.9
Bayonet,Case Hardened,213,37.73,12.87,49.41,23.31,13.51,63.18
Bayonet,Case Hardened,669,12.57,10.19,77.24,37.61,10.09,52.3
Bayonet,Case Hardened,74,25.22,3.96,70.83,54.21,4.27,41.53
Bayonet,Case Hardened,340,34.0,11.15,54.84,27.96,14.19,57.85
Bayonet,Case Hardened,286,61.59,5.67,32.74,38.15,8.71,53.14
Bayonet,Case Hardened,853,57.03,0.49,42.48,13.38,3.82,82.81
Bayonet,Case Hardened,103,58.06,5.23,36.72,53.09,3.55,43.37
Bayonet,Case Hardened,284,24.88,9.72,65.4,43.78,17.54,38.68
Bayonet,Case Hardened,610,32.94,5.81,61.25,40.91,8.77,50.32
Bayonet,Case Hardened,160,20.09,12.0,67.91,14.15,8.95,76.9
Bayonet,Case Hardened,955,62.46,8.44,29.1,74.64,3.46,21.9
Bayonet,Case Hardened,194,20.25,6.04,73.7,16.71,1.36,81.92
Bayonet,Case Hardened,395,7.35,9.08,83.58,0.23,0.65,99.12
Bayonet,Case Hardened,348,52.57,19.41,28.01,24.05,12.63,63.32
Bayonet,Case Hardened,266,14.46,12.1,73.44,19.2,7.93,72.87
Bayonet,Case Hardened,945,20.68,6.73,72.59,14.41,8.55,77.04
Bayonet,Case Hardened,859,13.25,4.01,82.75,29.02,2.99,67.99
Bayonet,Case Hardened,390,28.56,16.3,55.14,34.73,12.29,52.98
Bayonet,Case Hardened,636,23.99,6.81,69.2,32.88,5.2,61.92
Bayonet,Case Hardened,157,44.51,12.3,43.19,14.52,9.21,76.27
Bayonet,Case Hardened,14,50.7,3.67,45.63,30.34,2.73,66.94
Bayonet,Case Hardened,403,39.39,4.93,55.68,34.73,1.22,64.05
Bayonet,Case Hardened,892,5.03,7.21,87.76,56.8,11.18,32.02
Bayonet,Case Hardened,144,25.02,6.82,68.15,19.54,7.27,73.19
Bayonet,Case Hardened,270,14.87,13.22,71.91,18.92,10.38,70.69
Bayonet,Case Hardened,595,53.86,17.84,28.3,34.84,11.31,53.85
Bayonet,Case Hardened,81,29.86,8.28,61.87,44.04,3.51,52.46
Bayonet,Case Hardened,216,32.19,22.94,44.87,53.88,10.36,35.76
Bayonet,Case Hardened,724,20.47,11.15,68.37,44.02,3.98,52.0
Bayonet,Case Hardened,179,67.2,4.65,28.15,74.92,3.27,21.81
Bayonet,Case Hardened,312,35.32,13.06,51.62,57.17,11.07,31.76
Bayonet,Case Hardened,885,22.49,10.58,66.92,15.04,16.73,68.23
Bayonet,Case Hardened,360,30.3,15.21,54.49,44.87,8.05,47.09
Bayonet,Case Hardened,624,63.54,10.95,25.51,41.76,6.17,52.06
Bayonet,Case Hardened,1000,,,,,,
Bayonet,Case Hardened,648,46.92,8.86,44.23,38.94,2.96,58.11
Bayonet,Case Hardened,761,15.34,9.93,74.73,27.86,16.49,55.65
Bayonet,Case Hardened,547,41.03,3.62,55.35,0.88,2.06,97.05
Bayonet,Case Hardened,125,23.48,10.97,65.55,34.69,9.99,55.31
Bayonet,Case Hardened,830,21.6,17.41,61.0,19.16,11.27,69.57
Bayonet,Case Hardened,689,58.83,8.81,32.36,46.3,5.06,48.64
Bayonet,Case Hardened,921,42.5,6.54,50.96,46.56,10.38,43.05
Bayonet,Case Hardened,527,23.25,10.05,66.7,8.37,0.8,90.83
Bayonet,Case Hardened,493,15.62,8.03,76.35,49.1,5.51,45.39
Bayonet,Case Hardened,601,33.07,3.16,63.76,8.83,1.16,90.01
Bayonet,Case Hardened,711,27.88,8.12,64.01,28.07,2.56,69.37
Bayonet,Case Hardened,108,45.62,3.73,50.65,37.06,2.38,60.56
Bayonet,Case Hardened,883,10.39,5.47,84.14,12.98,5.51,81.5
Bayonet,Case Hardened,218,3.75,4.31,91.94,30.71,12.77,56.52
Bayonet,Case Hardened,863,22.46,18.92,58.62,8.89,3.65,87.46
Bayonet,Case Hardened,381,44.22,8.03,47.74,52.92,8.1,38.99
Bayonet,Case Hardened,987,13.17,11.14,75.69,10.76,3.0,86.23
Bayonet,Case Hardened,984,7.8,9.6,82.6,2.91,2.25,94.83
Bayonet,Case Hardened,759,27.92,4.53,67.56,46.5,3.84,49.66
Bayonet,Case Hardened,788,6.92,2.32,90.76,28.73,2.26,69.01
Bayonet,Case Hardened,974,17.22,3.86,78.92,13.34,8.74,77.92
Bayonet,Case Hardened,141,28.94,19.59,51.46,33.04,11.47,55.49
Bayonet,Case Hardened,678,6.38,8.52,85.1,45.86,7.76,46.38
Bayonet,Case Hardened,242,5.24,1.0,93.75,28.37,4.4,67.23
Bayonet,Case Hardened,555,33.44,7.78,58.78,83.74,3.62,12.64
Bayonet,Case Hardened,905,42.06,6.88,51.06,64.22,4.49,31.29
Bayonet,Case Hardened,746,8.42,10.34,81.24,26.21,8.02,65.78
Bayonet,Case Hardened,249,17.8,16.92,65.28,31.8,9.25,58.95
Bayonet,Case Hardened,876,30.73,20.05,49.21,24.56,11.52,63.92
Bayonet,Case Hardened,710,20.95,12.73,66.31,43.18,4.08,52.75
Bayonet,Case Hardened,34,50.1,12.04,37.86,34.94,9.73,55.33
Bayonet,Case Hardened,615,22.94,10.78,66.28,11.5,5.72,82.78
Bayonet,Case Hardened,664,52.85,9.85,37.3,20.4,2.54,77.06
Bayonet,Case Hardened,232,20.76,8.66,70.58,32.38,10.73,56.89
Bayonet,Case Hardened,878,10.97,5.86,83.17,49.28,5.61,45.12
Bayonet,Case Hardened,352,47.98,19.74,32.28,51.57,11.17,37.26
Bayonet,Case Hardened,783,6.47,6.15,87.38,35.94,2.88,61.18
Bayonet,Case Hardened,668,38.67,9.06,52.27,25.95,3.66,70.39
Bayonet,Case Hardened,875,28.46,8.94,62.6,26.86,11.54,61.6
Bayonet,Case Hardened,510,33.8,2.09,64.11,14.41,4.41,81.18
Bayonet,Case Hardened,297,24.9,13.23,61.87,5.97,2.22,91.81
Bayonet,Case Hardened,975,24.4,12.51,63.09,11.96,5.77,82.27
Bayonet,Case Hardened,78,11.71,3.99,84.3,52.3,10.86,36.85
Bayonet,Case Hardened,240,0.32,0.58,99.1,41.54,12.2,46.26
Bayonet,Case Hardened,479,17.78,19.77,62.45,57.96,4.79,37.26
Bayonet,Case Hardened,42,28.53,14.76,56.71,17.66,15.68,66.66
Bayonet,Case Hardened,872,41.51,11.44,47.05,51.03,3.57,45.39
Bayonet,Case Hardened,250,15.85,10.52,73.63,16.29,8.84,74.87
Bayonet,Case Hardened,862,31.93,6.73,61.34,41.98,4.17,53.85
Bayonet,Case Hardened,644,20.04,12.72,67.23,54.3,13.36,32.35
Bayonet,Case Hardened,496,70.71,6.95,22.34,17.79,3.17,79.04
Bayonet,Case Hardened,363,44.04,4.6,51.36,51.05,3.04,45.91
Bayonet,Case Hardened,165,7.26,2.74,90.0,20.69,7.16,72.15
Bayonet,Case Hardened,239,24.53,12.75,62.72,16.26,12.98,70.76
Bayonet,Case Hardened,228,9.63,1.64,88.73,65.94,2.09,31.97
Bayonet,Case Hardened,977,8.08,10.34,81.58,27.43,7.36,65.21
Bayonet,Case Hardened,429,68.43,4.42,27.15,43.78,4.5,51.73
Bayonet,Case Hardened,670,26.87,7.45,65.69,82.66,1.97,15.37
Bayonet,Case Hardened,826,15.17,7.53,77.3,7.06,6.4,86.54
Bayonet,Case Hardened,215,14.77,9.32,75.92,38.83,4.25,56.92
Bayonet,Case Hardened,980,7.24,5.67,87.09,48.51,12.94,38.55
Bayonet,Case Hardened,617,27.41,9.36,63.22,63.79,8.94,27.27
Bayonet,Case Hardened,369,31.88,8.11,60.01,24.35,10.38,65.27
Bayonet,Case Hardened,120,10.66,5.79,83.55,3.43,2.02,94.55
Bayonet,Case Hardened,201,3.98,7.13,88.88,7.09,4.5,88.4
Bayonet,Case Hardened,894,19.4,20.18,60.42,60.28,7.08,32.64
Bayonet,Case Hardened,475,16.67,11.08,72.25,31.42,13.47,55.11
Bayonet,Case Hardened,888,31.64,4.33,64.04,49.77,3.36,46.87
Bayonet,Case Hardened,924,21.55,13.97,64.48,17.37,14.91,67.72
Bayonet,Case Hardened,177,60.85,10.18,28.96,32.94,5.34,61.71
Bayonet,Case Hardened,708,28.86,3.73,67.4,37.51,2.28,60.21
Bayonet,Case Hardened,460,16.53,7.64,75.84,20.98,7.5,71.52
Bayonet,Case Hardened,227,42.08,3.08,54.84,51.87,5.03,43.1
Bayonet,Case Hardened,207,26.44,13.96,59.6,54.65,11.17,34.18
Bayonet,Case Hardened,801,6.6,6.17,87.23,38.72,11.4,49.88
Bayonet,Case Hardened,321,30.0,7.83,62.17,71.78,2.98,25.24
Bayonet,Case Hardened,604,15.26,11.55,73.19,56.52,9.05,34.43
Bayonet,Case Hardened,5,23.42,17.8,58.79,27.7,11.54,60.76
Bayonet,Case Hardened,512,22.15,1.25,76.61,54.31,4.66,41.02
Bayonet,Case Hardened,385,11.33,3.18,85.49,48.72,10.92,40.36
Bayonet,Case Hardened,694,23.74,5.68,70.58,17.42,1.43,81.15
Bayonet,Case Hardened,122,33.62,21.05,45.33,46.6,13.17,40.23
Bayonet,Case Hardened,9,34.18,15.67,50.15,50.82,13.69,35.5
Bayonet,Case Hardened,137,34.26,10.55,55.19,51.01,1.57,47.43
Bayonet,Case Hardened,849,42.32,8.55,49.13,46.34,4.63,49.04
Bayonet,Case Hardened,467,17.66,12.28,70.06,48.71,7.17,44.12
Bayonet,Case Hardened,236,44.17,7.73,48.11,46.35,5.37,48.28
Bayonet,Case Hardened,807,31.92,6.98,61.1,43.12,3.37,53.52
Bayonet,Case Hardened,996,11.98,3.34,84.68,58.3,2.51,39.2
Bayonet,Case Hardened,366,19.29,17.54,63.18,40.21,14.17,45.62
Bayonet,Case Hardened,923,18.76,4.57,76.67,24.21,2.83,72.96
Bayonet,Case Hardened,349,28.74,3.82,67.44,43.01,3.02,53.97
Bayonet,Case Hardened,439,1.15,0.73,98.12,8.32,9.99,81.69
Bayonet,Case Hardened,486,7.76,11.26,80.98,3.91,5.42,90.67
Bayonet,Case Hardened,647,38.28,16.78,44.94,48.37,8.8,42.83
Bayonet,Case Hardened,935,42.15,10.57,47.28,39.8,3.75,56.45
Bayonet,Case Hardened,981,3.49,6.85,89.66,6.62,4.89,88.49
Bayonet,Case Hardened,145,25.18,8.06,66.75,29.01,2.67,68.33
Bayonet,Case Hardened,379,19.04,13.4,67.56,12.7,8.25,79.05
Bayonet,Case Hardened,742,4.47,8.27,87.26,3.95,6.67,89.38
Bayonet,Case Hardened,468,36.19,4.05,59.76,38.69,4.3,57.01
Bayonet,Case Hardened,153,24.49,5.56,69.96,22.62,5.67,71.71
Bayonet,Case Hardened,295,11.14,14.84,74.01,15.21,11.38,73.41
Bayonet,Case Hardened,832,19.69,14.36,65.95,23.35,9.44,67.21
Bayonet,Case Hardened,273,30.21,11.99,57.79,18.3,6.09,75.61
Bayonet,Case Hardened,172,21.85,15.96,62.19,40.92,8.48,50.59
Bayonet,Case Hardened,968,35.79,8.63,55.58,34.82,4.64,60.54
Bayonet,Case Hardened,982,28.14,21.61,50.24,16.09,8.67,75.23
Bayonet,Case Hardened,656,14.78,15.03,70.18,8.47,2.41,89.13
Bayonet,Case Hardened,198,34.64,12.34,53.02,16.57,9.86,73.57
Bayonet,Case Hardened,965,21.92,4.77,73.31,22.49,2.47,75.04
Bayonet,Case Hardened,309,11.68,6.68,81.64,26.11,7.68,66.21
Bayonet,Case Hardened,695,4.78,0.45,94.76,67.16,2.32,30.52
Bayonet,Case Hardened,838,39.54,6.24,54.22,12.62,6.27,81.11
Bayonet,Case Hardened,930,26.03,14.6,59.36,12.04,9.69,78.27
Bayonet,Case Hardened,592,13.23,2.44,84.33,84.19,1.77,14.04
Bayonet,Case Hardened,699,2.75,4.0,93.25,20.23,8.55,71.22
Flip Knife,Case Hardened,336,48.64,0.44,50.92,5.25,4.61,90.14
Flip Knife,Case Hardened,180,56.82,5.38,37.8,35.87,11.86,52.27
Flip Knife,Case Hardened,190,15.68,7.62,76.71,0.15,8.24,91.6
Flip Knife,Case Hardened,462,21.62,10.14,68.23,23.47,8.96,67.57
Flip Knife,Case Hardened,689,58.4,14.15,27.45,61.65,6.8,31.55
