weapon_name,skin_name,pattern,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold
Butterfly Knife,Case Hardened,800,62.98,30.18,6.84,62.94,28.95,8.11
Butterfly Knife,Case Hardened,72,50.13,12.07,37.81,50.93,11.82,37.24
Butterfly Knife,Case Hardened,701,34.8,19.25,45.95,34.33,19.21,46.47
Butterfly Knife,Case Hardened,12,26.62,17.35,56.03,27.39,16.47,56.14
Butterfly Knife,Case Hardened,288,5.9,16.98,77.12,5.51,16.09,78.4
Butterfly Knife,Case Hardened,812,14.69,9.96,75.35,14.4,9.15,76.45
Butterfly Knife,Case Hardened,999,3.54,5.81,90.65,3.32,6.15,90.53
Butterfly Knife,Case Hardened,439,22.29,21.23,56.47,22.35,20.87,56.78
Butterfly Knife,Case Hardened,606,11.55,10.33,78.12,10.9,9.8,79.3
Butterfly Knife,Case Hardened,619,0.66,4.07,95.27,0.69,4.02,95.29
Butterfly Knife,Case Hardened,279,1.4,1.25,97.35,2.55,1.69,95.76
Butterfly Knife,Case Hardened,365,45.66,22.53,31.81,45.1,22.15,32.75
Butterfly Knife,Case Hardened,471,15.78,18.01,66.21,15.63,16.63,67.74
Butterfly Knife,Case Hardened,592,8.98,2.54,88.48,10.54,1.69,87.78
Butterfly Knife,Case Hardened,719,9.91,11.47,78.62,9.44,12.15,78.41
Butterfly Knife,Case Hardened,478,64.13,27.99,7.88,62.56,27.06,10.38
Butterfly Knife,Case Hardened,362,37.16,17.98,44.86,36.05,16.97,46.98
Butterfly Knife,Case Hardened,732,31.93,34.3,33.77,31.07,32.87,36.06
Butterfly Knife,Case Hardened,753,47.76,14.27,37.96,47.4,13.53,39.07
Butterfly Knife,Case Hardened,258,1.45,7.77,90.79,0.87,7.97,91.17
Butterfly Knife,Case Hardened,888,38.56,20.31,41.13,38.51,19.73,41.76
Butterfly Knife,Case Hardened,876,14.86,11.13,74.01,14.4,11.87,73.73
Butterfly Knife,Case Hardened,330,84.08,8.37,7.55,83.21,8.47,8.32
Butterfly Knife,Case Hardened,182,86.3,7.15,6.56,85.67,7.45,6.88
Butterfly Knife,Case Hardened,925,44.6,17.81,37.59,44.08,17.5,38.43
Butterfly Knife,Case Hardened,906,30.89,12.86,56.24,29.52,12.39,58.09
Butterfly Knife,Case Hardened,506,2.66,3.15,94.18,2.96,3.56,93.48
Butterfly Knife,Case Hardened,285,29.43,23.63,46.95,29.24,23.78,46.98
Butterfly Knife,Case Hardened,630,48.71,5.08,46.21,47.89,4.55,47.57
Butterfly Knife,Case Hardened,868,72.53,11.98,15.49,72.5,11.45,16.05
Butterfly Knife,Case Hardened,40,23.65,26.1,50.25,23.31,25.11,51.58
Butterfly Knife,Case Hardened,31,0.28,0.88,98.83,0.26,0.69,99.05
Butterfly Knife,Case Hardened,400,34.0,11.3,54.71,33.23,11.2,55.57
Butterfly Knife,Case Hardened,663,10.99,12.76,76.25,10.5,13.3,76.2
Butterfly Knife,Case Hardened,913,76.72,13.56,9.72,74.5,13.38,12.12
Butterfly Knife,Case Hardened,510,68.52,19.03,12.46,68.17,18.49,13.34
Butterfly Knife,Case Hardened,649,0.94,0.46,98.6,0.71,0.41,98.88
Butterfly Knife,Case Hardened,324,20.1,9.55,70.35,20.22,9.72,70.06
Butterfly Knife,Case Hardened,652,75.64,1.07,23.29,76.19,0.9,22.9
Butterfly Knife,Case Hardened,424,58.08,7.87,34.05,56.99,7.41,35.6
Butterfly Knife,Case Hardened,805,0.51,1.64,97.84,0.87,1.43,97.7
Butterfly Knife,Case Hardened,102,2.93,0.98,96.09,2.73,0.6,96.67
Butterfly Knife,Case Hardened,952,1.17,0.61,98.23,0.91,0.91,98.18
Butterfly Knife,Case Hardened,420,40.82,7.54,51.64,39.5,6.56,53.94
Butterfly Knife,Case Hardened,359,31.02,23.21,45.76,30.83,23.21,45.96
Butterfly Knife,Case Hardened,533,24.57,12.48,62.96,24.19,12.38,63.43
Butterfly Knife,Case Hardened,173,23.46,21.33,55.2,23.36,20.98,55.67
Butterfly Knife,Case Hardened,401,38.98,15.01,46.01,37.56,14.39,48.05
Butterfly Knife,Case Hardened,353,20.02,7.32,72.65,19.56,8.26,72.18
Butterfly Knife,Case Hardened,571,25.99,21.04,52.97,26.23,21.75,52.01
Butterfly Knife,Case Hardened,426,61.8,15.28,22.92,62.75,12.91,24.34
Butterfly Knife,Case Hardened,674,32.5,24.11,43.4,32.12,23.53,44.35
Butterfly Knife,Case Hardened,246,25.72,22.64,51.64,25.61,21.36,53.03
Butterfly Knife,Case Hardened,36,6.48,8.53,84.99,7.02,8.73,84.25
Butterfly Knife,Case Hardened,34,47.38,12.16,40.46,48.11,11.94,39.95
Butterfly Knife,Case Hardened,466,54.29,11.79,33.93,52.88,11.6,35.51
Butterfly Knife,Case Hardened,41,0.36,0.85,98.79,0.33,0.98,98.68
Butterfly Knife,Case Hardened,360,28.17,34.79,37.03,28.42,33.69,37.89
Butterfly Knife,Case Hardened,979,21.88,13.92,64.2,20.91,14.12,64.97
Butterfly Knife,Case Hardened,740,4.62,6.44,88.94,5.14,6.56,88.3
Butterfly Knife,Case Hardened,607,2.73,5.87,91.4,2.58,5.81,91.61
Butterfly Knife,Case Hardened,822,27.29,23.69,49.02,27.9,22.85,49.25
Butterfly Knife,Case Hardened,446,17.12,11.04,71.84,17.67,10.63,71.7
Butterfly Knife,Case Hardened,43,52.08,12.71,35.21,50.87,11.5,37.63
Butterfly Knife,Case Hardened,399,35.71,23.95,40.33,34.46,22.89,42.65
Butterfly Knife,Case Hardened,790,9.17,13.6,77.23,9.15,13.62,77.24
Butterfly Knife,Case Hardened,628,51.82,20.77,27.41,50.41,19.22,30.37
Butterfly Knife,Case Hardened,802,3.4,6.53,90.07,4.48,6.24,89.28
Butterfly Knife,Case Hardened,291,16.39,17.82,65.79,16.4,18.0,65.6
Butterfly Knife,Case Hardened,541,36.4,9.76,53.84,36.6,9.32,54.09
Butterfly Knife,Case Hardened,177,34.43,15.94,49.63,34.74,14.96,50.3
Butterfly Knife,Case Hardened,729,8.49,16.19,75.32,8.81,16.51,74.68
Butterfly Knife,Case Hardened,320,38.67,13.65,47.68,38.77,13.1,48.13
Butterfly Knife,Case Hardened,993,2.61,3.2,94.19,3.08,3.21,93.71
Butterfly Knife,Case Hardened,488,74.01,12.36,13.63,72.91,11.39,15.7
Butterfly Knife,Case Hardened,416,30.18,25.88,43.94,30.1,25.12,44.78
Butterfly Knife,Case Hardened,56,34.62,9.07,56.31,34.84,8.93,56.23
Butterfly Knife,Case Hardened,944,37.96,28.84,33.21,37.85,28.27,33.88
Butterfly Knife,Case Hardened,547,51.13,7.54,41.33,50.98,6.83,42.18
Butterfly Knife,Case Hardened,344,14.52,11.01,74.47,15.32,10.71,73.97
Butterfly Knife,Case Hardened,686,10.7,15.13,74.17,10.87,14.59,74.54
Butterfly Knife,Case Hardened,14,24.99,18.07,56.93,24.99,17.56,57.45
Butterfly Knife,Case Hardened,422,27.68,18.84,53.48,27.53,18.13,54.34
Butterfly Knife,Case Hardened,887,1.25,4.29,94.47,2.0,5.3,92.7
Butterfly Knife,Case Hardened,492,16.57,14.07,69.37,17.05,12.71,70.24
Butterfly Knife,Case Hardened,941,2.56,6.83,90.61,2.76,6.46,90.77
Butterfly Knife,Case Hardened,453,52.05,6.51,41.44,51.36,6.8,41.84
Butterfly Knife,Case Hardened,835,18.32,18.23,63.45,18.09,17.5,64.41
Butterfly Knife,Case Hardened,748,10.03,9.46,80.51,8.91,9.09,82.0
Butterfly Knife,Case Hardened,985,37.53,24.98,37.49,38.14,23.95,37.91
Butterfly Knife,Case Hardened,418,22.59,3.26,74.15,21.42,3.33,75.25
Butterfly Knife,Case Hardened,307,2.9,12.36,84.73,3.1,11.68,85.22
Butterfly Knife,Case Hardened,847,17.2,12.87,69.93,16.66,12.71,70.64
Butterfly Knife,Case Hardened,109,33.24,12.29,54.47,33.26,11.85,54.89
Butterfly Knife,Case Hardened,718,19.28,10.12,70.6,19.37,9.75,70.89
Butterfly Knife,Case Hardened,986,38.76,17.36,43.88,38.97,16.68,44.36
Butterfly Knife,Case Hardened,398,79.5,4.06,16.44,77.33,3.92,18.75
Butterfly Knife,Case Hardened,554,15.28,22.84,61.88,15.28,21.4,63.33
Butterfly Knife,Case Hardened,613,6.82,19.28,73.9,6.59,19.13,74.27
Butterfly Knife,Case Hardened,559,0.35,5.2,94.45,0.52,5.12,94.36
Butterfly Knife,Case Hardened,682,47.64,19.63,32.73,47.76,19.92,32.32
Butterfly Knife,Case Hardened,598,46.08,11.61,42.31,44.66,11.65,43.69
Butterfly Knife,Case Hardened,874,18.91,18.19,62.91,19.28,19.18,61.53
Butterfly Knife,Case Hardened,186,4.05,7.13,88.82,4.03,7.05,88.92
Butterfly Knife,Case Hardened,178,16.16,20.8,63.04,16.88,20.2,62.93
Butterfly Knife,Case Hardened,245,37.01,15.42,47.57,36.13,15.4,48.46
Butterfly Knife,Case Hardened,840,15.72,18.78,65.5,16.66,18.26,65.08
Butterfly Knife,Case Hardened,474,53.43,30.47,16.09,52.88,28.67,18.46
Butterfly Knife,Case Hardened,263,62.93,32.13,4.94,61.43,31.46,7.12
Butterfly Knife,Case Hardened,361,27.11,19.5,53.39,26.24,18.58,55.18
Butterfly Knife,Case Hardened,517,28.95,16.89,54.16,28.71,17.11,54.18
Butterfly Knife,Case Hardened,612,59.99,14.01,26.0,58.56,14.66,26.78
Butterfly Knife,Case Hardened,218,22.05,25.65,52.3,21.04,24.39,54.57
Butterfly Knife,Case Hardened,676,31.18,16.39,52.43,30.88,16.48,52.64
Butterfly Knife,Case Hardened,442,39.56,6.96,53.48,40.2,6.74,53.06
Butterfly Knife,Case Hardened,373,29.79,20.04,50.17,30.16,19.58,50.26
Butterfly Knife,Case Hardened,233,45.07,20.27,34.67,44.9,19.79,35.31
Butterfly Knife,Case Hardened,242,36.12,10.68,53.2,36.69,10.18,53.13
Butterfly Knife,Case Hardened,455,37.62,38.35,24.03,37.33,37.31,25.36
Butterfly Knife,Case Hardened,139,40.97,3.38,55.64,40.27,3.1,56.63
Butterfly Knife,Case Hardened,859,2.03,9.54,88.43,1.99,9.34,88.67
Butterfly Knife,Case Hardened,122,11.89,19.16,68.95,12.7,18.89,68.41
Butterfly Knife,Case Hardened,396,65.07,25.32,9.61,64.04,24.15,11.81
Butterfly Knife,Case Hardened,666,27.9,20.28,51.82,26.25,20.64,53.11
Butterfly Knife,Case Hardened,927,37.84,10.68,51.48,38.19,9.84,51.97
Butterfly Knife,Case Hardened,310,27.38,19.53,53.09,28.27,19.53,52.19
Butterfly Knife,Case Hardened,349,20.0,23.39,56.61,19.85,23.44,56.71
Butterfly Knife,Case Hardened,140,1.34,4.67,93.99,2.18,5.05,92.77
Butterfly Knife,Case Hardened,50,24.62,25.52,49.86,24.74,25.26,49.99
Butterfly Knife,Case Hardened,317,10.88,16.96,72.16,11.01,16.57,72.42
Butterfly Knife,Case Hardened,641,21.02,22.46,56.52,21.07,21.88,57.05
Butterfly Knife,Case Hardened,838,81.39,9.32,9.3,79.15,9.92,10.93
Butterfly Knife,Case Hardened,919,64.88,4.01,31.11,63.15,3.97,32.88
Butterfly Knife,Case Hardened,527,37.61,30.11,32.28,36.96,29.29,33.76
Butterfly Knife,Case Hardened,827,27.68,32.99,39.33,27.64,31.83,40.53
Butterfly Knife,Case Hardened,515,48.58,13.9,37.52,47.81,13.81,38.38
Butterfly Knife,Case Hardened,855,20.53,18.89,60.58,21.06,18.41,60.54
Butterfly Knife,Case Hardened,811,57.42,9.49,33.09,56.73,9.35,33.91
Butterfly Knife,Case Hardened,918,35.46,21.97,42.57,34.59,21.97,43.44
Butterfly Knife,Case Hardened,463,50.09,19.85,30.06,50.51,18.74,30.75
Butterfly Knife,Case Hardened,696,23.87,16.05,60.08,22.57,15.06,62.36
Butterfly Knife,Case Hardened,869,9.92,6.74,83.34,9.65,6.65,83.7
Butterfly Knife,Case Hardened,18,40.0,12.5,47.5,39.57,12.01,48.42
Butterfly Knife,Case Hardened,637,19.48,13.77,66.75,20.68,13.8,65.52
Butterfly Knife,Case Hardened,402,3.0,2.99,94.01,3.19,2.82,93.99
Butterfly Knife,Case Hardened,16,29.73,19.01,51.26,29.68,18.0,52.31
Butterfly Knife,Case Hardened,540,32.35,12.31,55.34,32.52,12.41,55.08
Butterfly Knife,Case Hardened,318,47.12,21.38,31.49,47.2,20.63,32.17
Butterfly Knife,Case Hardened,994,30.08,22.62,47.3,29.76,22.37,47.87
Butterfly Knife,Case Hardened,44,4.13,10.38,85.49,3.93,10.66,85.41
Butterfly Knife,Case Hardened,528,50.46,7.28,42.27,50.09,7.08,42.83
Butterfly Knife,Case Hardened,928,73.49,12.56,13.96,71.66,11.86,16.47
Butterfly Knife,Case Hardened,694,74.16,19.48,6.36,73.6,18.64,7.76
Butterfly Knife,Case Hardened,794,10.26,8.27,81.46,9.83,8.31,81.86
Butterfly Knife,Case Hardened,85,32.01,23.27,44.72,31.48,23.13,45.39
Butterfly Knife,Case Hardened,27,55.83,6.84,37.33,54.56,6.15,39.29
Butterfly Knife,Case Hardened,130,63.31,3.87,32.83,63.04,3.56,33.4
Butterfly Knife,Case Hardened,779,2.2,4.78,93.02,1.96,4.34,93.7
Butterfly Knife,Case Hardened,99,0.56,4.9,94.54,0.31,4.61,95.08
Butterfly Knife,Case Hardened,905,38.58,0.91,60.51,38.56,0.74,60.7
Butterfly Knife,Case Hardened,942,45.51,22.38,32.11,44.88,22.44,32.67
Butterfly Knife,Case Hardened,343,31.1,12.66,56.24,30.78,12.26,56.96
Butterfly Knife,Case Hardened,948,11.75,25.68,62.58,12.71,25.39,61.89
Butterfly Knife,Case Hardened,221,1.5,1.05,97.44,1.4,0.89,97.71
Butterfly Knife,Case Hardened,858,58.56,2.97,38.47,58.21,2.86,38.92
Butterfly Knife,Case Hardened,194,74.12,19.21,6.68,70.92,18.79,10.29
Butterfly Knife,Case Hardened,305,39.34,14.49,46.18,40.21,14.63,45.16
Butterfly Knife,Case Hardened,915,1.05,5.32,93.62,1.04,5.03,93.94
Butterfly Knife,Case Hardened,358,56.49,11.16,32.35,55.0,10.76,34.23
Butterfly Knife,Case Hardened,702,53.38,7.22,39.4,53.85,6.31,39.84
Butterfly Knife,Case Hardened,558,4.57,4.96,90.47,3.94,5.44,90.62
Butterfly Knife,Case Hardened,296,31.76,26.1,42.13,31.68,25.41,42.9
Butterfly Knife,Case Hardened,987,40.02,31.53,28.45,39.12,30.31,30.57
Butterfly Knife,Case Hardened,508,27.56,23.19,49.25,27.14,22.62,50.25
Butterfly Knife,Case Hardened,235,30.67,27.36,41.97,30.55,26.31,43.14
Butterfly Knife,Case Hardened,535,26.03,36.81,37.16,26.77,35.42,37.81
Butterfly Knife,Case Hardened,42,56.96,22.43,20.61,55.73,23.01,21.26
Butterfly Knife,Case Hardened,222,43.4,14.88,41.71,42.88,14.07,43.05
Butterfly Knife,Case Hardened,961,19.79,12.02,68.19,20.15,12.27,67.58
Butterfly Knife,Case Hardened,971,5.53,6.81,87.66,6.46,6.74,86.8
Butterfly Knife,Case Hardened,191,40.93,8.54,50.53,40.78,8.09,51.12
Butterfly Knife,Case Hardened,269,47.96,11.7,40.34,47.4,11.35,41.24
Butterfly Knife,Case Hardened,938,11.05,14.05,74.89,10.79,12.76,76.45
Butterfly Knife,Case Hardened,411,56.66,6.73,36.6,55.84,6.87,37.29
Butterfly Knife,Case Hardened,484,4.14,3.69,92.16,4.23,4.3,91.47
Butterfly Knife,Case Hardened,256,58.46,9.55,31.99,58.26,9.34,32.4
Butterfly Knife,Case Hardened,664,61.69,9.47,28.84,60.59,9.08,30.34
Butterfly Knife,Case Hardened,880,51.54,10.71,37.74,50.74,11.38,37.88
Butterfly Knife,Case Hardened,417,27.93,15.1,56.98,27.72,14.86,57.42
Butterfly Knife,Case Hardened,819,42.94,19.19,37.87,42.59,19.55,37.86
Butterfly Knife,Case Hardened,423,16.65,20.02,63.32,15.63,19.87,64.49
Butterfly Knife,Case Hardened,204,11.1,6.93,81.97,10.82,6.43,82.75
Butterfly Knife,Case Hardened,599,0.45,0.29,99.26,0.88,1.02,98.11
Butterfly Knife,Case Hardened,902,54.19,5.3,40.52,53.18,5.84,40.98
Butterfly Knife,Case Hardened,321,43.6,16.57,39.83,43.42,16.17,40.41
Butterfly Knife,Case Hardened,629,57.21,8.84,33.95,58.41,8.6,32.99
Butterfly Knife,Case Hardened,494,79.51,9.18,11.31,79.14,8.85,12.02
Butterfly Knife,Case Hardened,710,12.79,5.76,81.45,12.64,5.4,81.95
Butterfly Knife,Case Hardened,306,50.69,12.02,37.28,51.31,11.37,37.32
Butterfly Knife,Case Hardened,469,12.93,16.12,70.94,12.63,15.98,71.39
Butterfly Knife,Case Hardened,15,11.39,10.16,78.45,11.57,9.92,78.5
Butterfly Knife,Case Hardened,175,45.93,30.08,24.0,45.93,29.24,24.84
Butterfly Knife,Case Hardened,6,24.28,23.74,51.98,24.48,23.18,52.34
Butterfly Knife,Case Hardened,860,29.83,14.07,56.09,29.95,13.34,56.71
Butterfly Knife,Case Hardened,764,7.45,18.39,74.15,7.26,18.71,74.03
Butterfly Knife,Case Hardened,53,24.23,25.0,50.77,24.83,25.25,49.92
Butterfly Knife,Case Hardened,240,4.19,1.81,94.01,4.73,1.53,93.74
Butterfly Knife,Case Hardened,198,12.19,11.59,76.22,11.82,11.44,76.74
Butterfly Knife,Case Hardened,29,70.92,5.21,23.87,70.21,5.65,24.14
Butterfly Knife,Case Hardened,457,61.62,9.2,29.17,61.52,9.56,28.92
Butterfly Knife,Case Hardened,520,17.05,19.61,63.34,16.92,19.57,63.51
Butterfly Knife,Case Hardened,635,23.89,19.38,56.73,22.84,18.42,58.74
Butterfly Knife,Case Hardened,491,18.39,16.07,65.53,18.14,16.21,65.65
Butterfly Knife,Case Hardened,277,16.68,13.05,70.27,16.08,12.96,70.96
Butterfly Knife,Case Hardened,885,56.83,9.5,33.67,56.06,9.07,34.87
Butterfly Knife,Case Hardened,861,0.7,3.57,95.74,0.64,3.45,95.91
Butterfly Knife,Case Hardened,383,5.22,13.23,81.55,5.91,12.91,81.18
Butterfly Knife,Case Hardened,616,18.66,23.94,57.4,19.81,23.31,56.88
Butterfly Knife,Case Hardened,482,6.14,17.14,76.72,4.88,17.49,77.63
Butterfly Knife,Case Hardened,272,7.06,9.38,83.56,6.71,9.4,83.89
Butterfly Knife,Case Hardened,265,41.04,19.07,39.88,39.12,19.86,41.02
Butterfly Knife,Case Hardened,92,62.39,9.68,27.93,61.65,9.54,28.82
Butterfly Knife,Case Hardened,678,17.52,19.34,63.14,16.82,18.39,64.79
Butterfly Knife,Case Hardened,187,3.75,3.56,92.69,5.56,3.24,91.2
Butterfly Knife,Case Hardened,521,46.6,29.65,23.75,46.92,29.14,23.93
Butterfly Knife,Case Hardened,323,34.3,14.4,51.3,33.6,13.72,52.68
Butterfly Knife,Case Hardened,151,21.53,12.06,66.41,22.2,11.5,66.3
Butterfly Knife,Case Hardened,716,30.67,9.72,59.61,30.03,9.03,60.95
Butterfly Knife,Case Hardened,490,41.54,18.39,40.08,40.81,17.4,41.79
Butterfly Knife,Case Hardened,843,1.56,2.51,95.93,1.68,3.69,94.63
Butterfly Knife,Case Hardened,881,74.17,4.98,20.84,73.06,5.39,21.55
Butterfly Knife,Case Hardened,991,26.27,17.79,55.94,26.35,17.03,56.61
Butterfly Knife,Case Hardened,458,59.87,8.19,31.93,58.14,7.82,34.04
Butterfly Knife,Case Hardened,371,72.91,5.2,21.89,70.85,5.04,24.11
Butterfly Knife,Case Hardened,248,54.96,11.25,33.79,54.96,10.46,34.58
Butterfly Knife,Case Hardened,217,8.78,9.3,81.92,8.39,9.06,82.55
Butterfly Knife,Case Hardened,121,15.75,13.85,70.4,15.76,14.19,70.05
Butterfly Knife,Case Hardened,503,25.69,19.17,55.14,25.34,18.33,56.33
Butterfly Knife,Case Hardened,334,36.25,17.76,45.99,36.26,17.39,46.35
Butterfly Knife,Case Hardened,61,54.32,3.55,42.13,54.25,3.1,42.65
Butterfly Knife,Case Hardened,823,40.45,1.49,58.06,40.62,1.58,57.79
Butterfly Knife,Case Hardened,286,27.14,23.87,49.0,27.43,23.32,49.25
Butterfly Knife,Case Hardened,839,59.6,7.26,33.14,57.65,7.03,35.32
Butterfly Knife,Case Hardened,1,13.38,16.26,70.37,13.82,16.82,69.36
Butterfly Knife,Case Hardened,73,63.87,11.22,24.91,62.64,11.55,25.8
Butterfly Knife,Case Hardened,763,7.11,7.94,84.95,8.12,8.2,83.68
Butterfly Knife,Case Hardened,826,42.31,15.25,42.44,41.25,15.43,43.32
Butterfly Knife,Case Hardened,170,27.49,20.01,52.5,27.71,20.4,51.89
Butterfly Knife,Case Hardened,112,64.86,18.71,16.43,64.95,17.53,17.52
Butterfly Knife,Case Hardened,947,29.93,14.83,55.23,30.5,13.95,55.55
Butterfly Knife,Case Hardened,680,2.32,3.64,94.03,2.25,3.54,94.21
Butterfly Knife,Case Hardened,499,59.16,10.86,29.98,58.62,10.29,31.09
Butterfly Knife,Case Hardened,698,29.48,2.51,68.01,30.32,2.46,67.22
Butterfly Knife,Case Hardened,76,10.6,10.57,78.83,10.72,10.29,78.99
Butterfly Knife,Case Hardened,893,50.32,19.42,30.26,48.03,17.97,34.01
Butterfly Knife,Case Hardened,877,36.36,16.71,46.93,34.87,16.95,48.18
Butterfly Knife,Case Hardened,872,43.63,19.24,37.13,44.85,18.67,36.47
Butterfly Knife,Case Hardened,111,34.03,4.02,61.95,34.17,3.76,62.07
Butterfly Knife,Case Hardened,74,50.9,3.32,45.78,50.46,3.12,46.43
Butterfly Knife,Case Hardened,688,17.22,25.29,57.49,16.66,24.62,58.72
Butterfly Knife,Case Hardened,974,49.12,23.49,27.38,47.75,22.69,29.56
Butterfly Knife,Case Hardened,419,20.38,16.04,63.58,19.57,15.09,65.34
Butterfly Knife,Case Hardened,89,44.33,17.9,37.76,42.76,17.86,39.38
Butterfly Knife,Case Hardened,273,61.18,14.31,24.52,60.07,14.39,25.55
Butterfly Knife,Case Hardened,894,52.81,24.36,22.83,51.79,23.05,25.16
Butterfly Knife,Case Hardened,83,4.36,1.22,94.43,4.42,1.53,94.05
Butterfly Knife,Case Hardened,653,0.62,13.41,85.97,0.6,13.28,86.12
Butterfly Knife,Case Hardened,768,58.66,8.85,32.49,57.84,9.12,33.04
Butterfly Knife,Case Hardened,368,34.42,32.43,33.15,34.06,31.59,34.35
Butterfly Knife,Case Hardened,264,5.91,9.87,84.22,6.34,10.12,83.54
Butterfly Knife,Case Hardened,796,26.48,24.88,48.64,27.1,24.07,48.83
Butterfly Knife,Case Hardened,101,37.86,29.97,32.17,39.82,28.99,31.19
Butterfly Knife,Case Hardened,116,42.4,8.62,48.97,42.46,9.01,48.53
Butterfly Knife,Case Hardened,232,0.53,0.58,98.89,0.59,0.74,98.67
Butterfly Knife,Case Hardened,335,59.75,9.45,30.8,58.56,9.32,32.12
Butterfly Knife,Case Hardened,475,14.21,19.7,66.1,13.66,18.68,67.66
Butterfly Knife,Case Hardened,407,50.09,1.54,48.37,48.04,1.64,50.32
Butterfly Knife,Case Hardened,604,39.5,18.21,42.29,39.86,17.97,42.17
Butterfly Knife,Case Hardened,776,47.37,7.28,45.35,47.58,7.3,45.12
Butterfly Knife,Case Hardened,150,15.13,13.19,71.68,14.92,12.73,72.36
Butterfly Knife,Case Hardened,769,32.86,16.5,50.64,32.89,16.32,50.79
Butterfly Knife,Case Hardened,695,19.78,3.32,76.89,19.6,3.27,77.12
Butterfly Knife,Case Hardened,555,29.65,23.03,47.32,31.0,20.43,48.57
Butterfly Knife,Case Hardened,770,61.12,13.68,25.2,61.62,12.58,25.8
Butterfly Knife,Case Hardened,75,0.83,0.1,99.07,0.61,0.15,99.24
Butterfly Knife,Case Hardened,158,0.51,3.12,96.38,0.7,3.27,96.03
Butterfly Knife,Case Hardened,917,69.03,7.01,23.95,68.12,6.74,25.14
Butterfly Knife,Case Hardened,22,8.65,7.51,83.84,8.58,8.01,83.41
Butterfly Knife,Case Hardened,377,43.27,8.16,48.57,41.86,7.82,50.32
Butterfly Knife,Case Hardened,627,14.16,17.68,68.16,13.66,18.86,67.48
Butterfly Knife,Case Hardened,78,41.27,17.87,40.86,40.75,17.72,41.52
Butterfly Knife,Case Hardened,965,59.3,9.37,31.33,59.57,8.74,31.68
Butterfly Knife,Case Hardened,960,12.34,14.37,73.29,13.18,13.62,73.2
Butterfly Knife,Case Hardened,825,23.65,18.6,57.75,23.01,19.48,57.51
M9 Bayonet,Case Hardened,553,43.84,11.36,44.8,41.14,4.38,54.47
M9 Bayonet,Case Hardened,356,41.8,16.1,42.1,45.04,10.3,44.67
M9 Bayonet,Case Hardened,474,32.12,24.54,43.34,18.43,21.09,60.48
M9 Bayonet,Case Hardened,524,23.43,23.94,52.63,44.49,15.74,39.77
M9 Bayonet,Case Hardened,539,30.73,15.14,54.13,11.68,6.51,81.8
M9 Bayonet,Case Hardened,368,34.31,23.82,41.87,2.32,6.75,90.94
M9 Bayonet,Case Hardened,126,32.59,23.57,43.83,15.62,14.79,69.59
M9 Bayonet,Case Hardened,459,19.95,18.06,61.99,30.2,21.6,48.2
M9 Bayonet,Case Hardened,163,17.15,21.47,61.38,36.95,17.75,45.3
M9 Bayonet,Case Hardened,38,31.89,2.82,65.29,30.45,2.06,67.49
M9 Bayonet,Case Hardened,250,22.92,23.5,53.58,36.84,26.69,36.47
M9 Bayonet,Case Hardened,1000,,,,,,
M9 Bayonet,Case Hardened,823,22.99,12.29,64.72,21.31,17.24,61.45
M9 Bayonet,Case Hardened,772,8.41,7.33,84.26,0.51,2.45,97.04
M9 Bayonet,Case Hardened,509,55.39,12.33,32.28,23.19,24.49,52.32
M9 Bayonet,Case Hardened,523,18.5,5.16,76.34,72.06,5.4,22.54
M9 Bayonet,Case Hardened,204,36.91,15.65,47.44,45.95,9.14,44.91
M9 Bayonet,Case Hardened,450,27.58,27.33,45.09,18.89,20.95,60.16
M9 Bayonet,Case Hardened,908,37.68,15.17,47.15,42.56,22.88,34.56
M9 Bayonet,Case Hardened,905,41.29,13.58,45.13,21.66,20.66,57.68
M9 Bayonet,Case Hardened,871,29.63,17.29,53.08,48.13,14.45,37.42
M9 Bayonet,Case Hardened,376,17.42,14.79,67.79,5.32,13.46,81.22
M9 Bayonet,Case Hardened,210,48.81,11.11,40.08,59.61,8.64,31.74
M9 Bayonet,Case Hardened,907,6.83,5.97,87.19,7.32,14.01,78.67
M9 Bayonet,Case Hardened,454,18.71,19.99,61.3,2.95,3.13,93.92
M9 Bayonet,Case Hardened,525,28.06,19.89,52.05,41.84,8.86,49.3
M9 Bayonet,Case Hardened,208,15.53,10.43,74.03,1.75,1.47,96.78
M9 Bayonet,Case Hardened,187,48.07,16.76,35.16,43.24,9.23,47.53
M9 Bayonet,Case Hardened,45,21.53,20.65,57.82,10.84,5.56,83.6
M9 Bayonet,Case Hardened,411,22.28,23.23,54.49,10.6,15.43,73.97
M9 Bayonet,Case Hardened,904,35.37,18.54,46.09,54.29,22.55,23.16
M9 Bayonet,Case Hardened,959,37.34,26.28,36.38,54.93,9.04,36.02
M9 Bayonet,Case Hardened,167,6.9,14.71,78.39,53.44,23.26,23.3
M9 Bayonet,Case Hardened,186,15.72,26.99,57.29,32.92,17.52,49.55
M9 Bayonet,Case Hardened,413,43.0,5.98,51.02,43.35,14.85,41.8
M9 Bayonet,Case Hardened,517,20.58,9.51,69.9,59.71,23.7,16.59
M9 Bayonet,Case Hardened,910,1.1,1.34,97.56,43.59,20.14,36.27
M9 Bayonet,Case Hardened,858,51.28,14.47,34.25,14.22,16.55,69.22
