base_skin,weapon,skin,wear,float,pattern,stattrak,price,phase,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0259562861174345,660,0,334.13,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0277130398899316,545,0,322.88,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0270849484950304,982,0,483.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0091152368113398,338,0,599.69,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0142125114798545,54,0,340.0,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0091193038970232,807,0,500.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0186705663800239,266,0,586.74,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0183398239314556,833,0,330.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0259508658200502,552,0,322.73,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0352534018456935,75,0,352.56,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0052545112557709,102,0,348.0,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0216188728809356,101,0,337.06,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0435764603316783,411,0,1330.62,Sapphire,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0230164527893066,359,0,377.26,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0107381530106067,57,0,358.85,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0366176143288612,563,0,451.6,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0097886472940444,473,0,447.53,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0161917507648468,523,0,355.32,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0031372639350593,492,0,449.75,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0193930100649595,345,0,439.91,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0051032160408794,132,0,329.8,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0199558828026056,156,0,500.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0388898141682148,29,0,1200.0,Sapphire,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0067341784015297,198,0,997.85,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0116307502612471,286,0,354.49,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0153355281800031,394,0,306.92,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0195350386202335,457,0,322.73,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0295702219009399,822,0,1407.81,Sapphire,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0469664819538593,251,0,354.49,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.028551010414958,415,0,368.41,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0255062859505414,86,0,494.57,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0301413666456937,104,0,1729.34,Ruby,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0211409423500299,892,0,559.43,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0238107983022928,354,0,320.32,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.010700212791562,874,0,450.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0404935106635093,535,0,449.66,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0178436581045389,45,0,351.73,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0188708715140819,357,0,321.32,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0369376204907894,548,0,345.53,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.047464370727539,96,0,2060.99,Ruby,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0238960403949022,860,0,325.38,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0045415055938065,834,0,583.99,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0531047396361827,716,0,350.99,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0152525957673788,128,0,500.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0685628578066825,939,0,341.99,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0613231733441352,117,0,341.99,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0320320725440979,353,0,341.99,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0328779369592666,90,0,341.99,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0090010967105627,443,0,598.64,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0396609529852867,429,0,470.59,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0216213762760162,669,0,326.55,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0384885892271995,25,0,339.11,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0230879858136177,933,0,305.09,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0191752724349498,185,0,307.3,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0250611491501331,303,0,345.61,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0117205949500203,149,0,315.0,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0112675875425338,281,0,311.8,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0223159193992614,201,0,1240.89,Sapphire,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0442143939435482,628,0,333.88,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0352407544851303,280,0,303.83,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0248882956802845,132,0,415.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0078053944744169,444,0,403.1,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0329845547676086,351,0,499.64,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.05289027094841,767,0,305.92,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0493462085723876,542,0,1315.61,Sapphire,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0214839242398738,323,0,346.85,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0238174144178628,908,0,324.59,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0175347346812486,217,0,333.19,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0294146295636892,859,0,323.85,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0217782706022262,1000,0,474.53,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0475569367408752,861,0,667.83,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0106456745415925,141,0,372.23,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0277036633342504,279,0,360.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0077321683056652,57,0,370.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0331627279520034,247,0,322.87,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0194417424499988,58,0,360.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0347742475569248,197,0,324.33,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0089245876297354,205,0,506.63,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0088728452101349,238,0,325.0,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0017580965068191,720,0,626.13,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0341079272329807,655,0,323.37,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0087455250322818,247,0,575.84,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.032022375613451,229,0,380.16,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0359169617295265,836,0,463.28,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0582121163606643,563,0,322.92,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0080315386876463,83,0,339.56,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0097398431971669,443,0,1500.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0073297312483191,259,0,499.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0301489029079675,522,0,320.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.014953089877963,70,0,333.0,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0312271732836961,202,0,1650.0,Black Pearl,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0052499747835099,250,0,450.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0328213535249233,156,0,320.69,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0159727465361356,253,0,489.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0097946021705865,128,0,345.77,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0223214142024517,685,0,327.84,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0394183062016963,777,0,400.0,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0247205402702093,388,0,317.93,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0118032237514853,194,0,342.19,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0317361317574977,432,0,502.99,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0169252566993236,159,0,2600.0,Ruby,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0296365655958652,370,0,1201.52,Sapphire,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0192823186516761,195,0,310.01,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0076829143799841,966,0,455.29,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0153776071965694,383,0,334.14,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0184250250458717,248,0,320.0,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0086053907871246,395,0,351.39,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0352122895419597,812,0,399.0,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0092627201229333,740,0,484.8,Phase 3,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0330186411738395,499,0,499.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0337549336254596,540,0,330.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.019560208544135,360,0,814.91,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0255851596593856,657,0,370.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0359582975506782,532,0,600.0,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.000560765794944,948,0,530.0,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0098528368398547,386,0,2400.28,Ruby,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0118093360215425,325,0,347.12,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0227910131216049,608,0,575.48,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0419571883976459,395,0,586.08,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0090876510366797,503,0,462.69,Phase 2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0065853372216224,250,0,365.87,Phase 4,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0005396893830038,79,0,2677.7,Ruby,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
★ Flip Knife | Doppler,Flip Knife,Doppler,Factory New,0.0347387269139289,189,0,370.0,Phase 1,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Flip Knife | Doppler (Factory New)
